Elapsed time(s),ECG(mV),foot GSR(mV),hand GSR(mV),HR(bpm),marker(mV),RESP(mV)
2316.774,-0.058,17.607,9.707,72,13.34,30.73
2316.839,0.049,17.602,9.697,72,13.34,30.73
2316.903,0.077,17.598,9.69,72,13.34,30.87
2316.968,0.099,17.59,9.682,75,13.34,31.4
2317.032,-0.045,17.586,9.674,75,13.34,31.65
2317.097,-0.054,17.584,9.667,75,13.34,31.88
2317.161,-0.049,17.575,9.661,75,13.34,32.47
2317.226,-0.062,17.569,9.654,75,13.34,32.47
2317.29,0.013,17.559,9.647,75,13.34,32.66
2317.355,-0.063,17.549,9.64,75,13.34,32.79
2317.419,0.103,17.542,9.63,75,13.34,33.01
2317.484,-0.044,17.531,9.62,75,13.34,33.08
2317.548,-0.054,17.519,9.61,75,13.34,32.9
2317.613,0.005,17.513,9.602,75,13.34,32.74
2317.677,0.105,17.507,9.597,79,13.34,32.49
2317.742,0.048,17.498,9.592,79,13.34,32.29
2317.806,-0.051,17.492,9.587,79,13.34,32.09
2317.871,-0.039,17.486,9.578,79,13.34,31.87
2317.935,-0.051,17.475,9.573,79,13.34,31.77
2318,-0.061,17.466,9.566,79,13.34,31.34
2318.065,-0.017,17.457,9.56,79,13.34,31.21
2318.129,-0.016,17.45,9.552,79,13.34,30.97
2318.194,-0.038,17.444,9.543,79,13.34,30.84
2318.258,0.101,17.44,9.535,79,13.34,30.77
2318.323,-0.055,17.432,9.53,79,13.34,30.78
2318.387,-0.006,17.421,9.526,79,13.34,30.63
2318.452,0.103,17.413,9.526,75,13.34,30.52
2318.516,0.111,17.402,9.526,75,13.34,30.5
2318.581,-0.031,17.397,9.522,75,13.34,30.41
2318.645,-0.033,17.39,9.519,75,13.34,30.49
2318.71,-0.029,17.385,9.516,75,13.34,30.19
2318.774,-0.051,17.374,9.515,75,13.34,30.32
2318.839,-0.011,17.365,9.514,75,13.34,30.07
2318.903,-0.001,17.357,9.514,75,13.34,30.06
2318.968,-0.045,17.346,9.512,75,13.34,29.98
2319.032,0.125,17.339,9.511,75,13.34,30.03
2319.097,-0.049,17.329,9.507,75,13.34,30.15
2319.161,-0.006,17.322,9.509,75,13.34,30.1
2319.226,0.099,17.315,9.51,77,13.34,29.98
2319.29,0.114,17.313,9.511,77,13.34,29.93
2319.355,-0.03,17.309,9.514,77,13.34,29.87
2319.419,-0.038,17.305,9.515,77,13.34,29.91
2319.484,-0.037,17.304,9.52,77,13.34,29.93
2319.548,-0.057,17.302,9.521,77,13.34,29.81
2319.613,-0.03,17.303,9.525,77,13.34,29.94
2319.677,-0.008,17.308,9.527,77,13.34,30.13
2319.742,-0.057,17.308,9.532,77,13.34,30.5
2319.806,0.127,17.303,9.537,77,13.34,30.75
2319.871,-0.046,17.299,9.539,77,13.34,31.16
2319.935,-0.01,17.297,9.542,77,13.34,31.48
2320,0.084,17.296,9.546,76,13.34,31.78
2320.065,0.107,17.299,9.549,76,13.34,32.08
2320.129,-0.033,17.304,9.551,76,13.34,32.37
2320.194,-0.033,17.309,9.553,76,13.34,32.63
2320.258,-0.027,17.314,9.554,76,13.34,32.89
2320.323,-0.039,17.317,9.554,76,13.34,33.14
2320.387,0.034,17.318,9.557,76,13.34,33.22
2320.452,-0.075,17.323,9.559,76,13.34,33.28
2320.516,0.151,17.324,9.561,76,13.34,33.16
2320.581,-0.069,17.326,9.559,76,13.34,33.05
2320.645,-0.029,17.33,9.558,76,13.34,32.71
2320.71,0.047,17.33,9.558,82,13.34,32.54
2320.774,0.118,17.336,9.558,82,13.34,32.24
2320.839,0.003,17.343,9.558,82,13.34,31.83
2320.903,-0.033,17.352,9.558,82,13.34,31.61
2320.968,-0.014,17.358,9.558,82,13.34,31.46
2321.032,-0.033,17.362,9.559,82,13.34,31.16
2321.097,-0.04,17.367,9.561,82,13.34,30.98
2321.161,0.031,17.369,9.561,82,13.34,30.64
2321.226,-0.027,17.369,9.559,82,13.34,30.55
2321.29,0.117,17.368,9.558,82,13.34,30.74
2321.355,-0.006,17.373,9.556,82,13.34,30.49
2321.419,-0.025,17.374,9.558,82,13.34,30.4
2321.484,0.04,17.374,9.556,82,13.34,30.18
2321.548,0.146,17.37,9.554,75,13.34,30.16
2321.613,0.101,17.369,9.553,75,13.34,30.06
2321.677,-0.017,17.372,9.552,75,13.34,30.01
2321.742,-0.009,17.375,9.551,75,13.34,29.94
2321.806,-0.016,17.379,9.549,75,13.34,30
2321.871,-0.033,17.378,9.547,75,13.34,29.84
2321.935,0.006,17.373,9.544,75,13.34,29.88
2322,0,17.373,9.541,75,13.34,29.93
2322.065,0.001,17.374,9.538,75,13.34,29.85
2322.129,0.118,17.372,9.536,75,13.34,30.07
2322.194,-0.023,17.364,9.532,75,13.34,30.22
2322.258,0.022,17.362,9.53,75,13.34,30.5
2322.323,0.125,17.362,9.525,75,13.34,30.73
2322.387,0.122,17.361,9.522,75,13.34,31.12
2322.452,-0.008,17.357,9.52,75,13.34,31.37
2322.516,-0.004,17.346,9.52,75,13.34,31.8
2322.581,-0.001,17.343,9.517,75,13.34,32.14
2322.645,-0.017,17.34,9.511,75,13.34,32.22
2322.71,0.063,17.33,9.505,75,13.34,32.44
2322.774,-0.034,17.325,9.5,75,13.34,32.68
2322.839,0.179,17.323,9.495,75,13.34,32.84
2322.903,-0.034,17.315,9.49,75,13.34,32.88
2322.968,-0.004,17.309,9.485,75,13.34,32.84
2323.032,0.058,17.302,9.48,75,13.34,32.84
2323.097,0.147,17.296,9.475,75,13.34,32.55
2323.161,0.05,17.289,9.468,75,13.34,32.45
2323.226,-0.02,17.282,9.461,75,13.34,32.2
2323.29,-0.007,17.28,9.451,80,13.34,31.99
2323.355,-0.024,17.275,9.443,80,13.34,31.66
2323.419,-0.041,17.267,9.435,80,13.34,31.48
2323.484,-0.012,17.262,9.43,80,13.34,31.18
2323.548,0.009,17.257,9.425,80,13.34,31.08
2323.613,-0.042,17.255,9.42,80,13.34,30.82
2323.677,0.125,17.251,9.415,80,13.34,30.82
2323.742,-0.041,17.25,9.408,80,13.34,30.61
2323.806,0.002,17.245,9.403,80,13.34,30.6
2323.871,0.1,17.237,9.398,74,13.34,30.47
2323.935,0.123,17.233,9.391,74,13.34,30.38
2324,-0.026,17.223,9.384,74,13.34,30.14
2324.065,-0.031,17.215,9.378,74,13.34,30.1
2324.129,-0.029,17.206,9.373,74,13.34,30.13
2324.194,-0.054,17.199,9.368,74,13.34,30.09
2324.258,-0.054,17.188,9.363,74,13.34,29.96
2324.323,0.017,17.181,9.358,74,13.34,29.96
2324.387,-0.084,17.176,9.353,74,13.34,30.02
2324.452,0.137,17.174,9.347,74,13.34,30.03
2324.516,-0.067,17.167,9.341,74,13.34,30.17
2324.581,-0.034,17.16,9.337,74,13.34,30.24
2324.645,0.041,17.154,9.333,75,13.34,30.41
2324.71,0.122,17.141,9.331,75,13.34,30.6
2324.774,0,17.136,9.33,75,13.34,30.95
2324.839,-0.054,17.125,9.33,75,13.34,31.11
2324.903,-0.042,17.118,9.327,75,13.34,31.53
2324.968,-0.057,17.116,9.326,75,13.34,31.79
2325.032,-0.037,17.107,9.327,75,13.34,32.01
2325.097,-0.008,17.101,9.328,75,13.34,32.22
2325.161,-0.079,17.094,9.33,75,13.34,32.46
2325.226,0.132,17.083,9.332,75,13.34,32.71
2325.29,-0.06,17.08,9.333,75,13.34,32.87
2325.355,-0.021,17.074,9.336,75,13.34,33.05
2325.419,0.071,17.071,9.341,79,13.34,33.11
2325.484,0.089,17.065,9.343,79,13.34,33.12
2325.548,-0.033,17.058,9.348,79,13.34,32.75
2325.613,-0.043,17.056,9.351,79,13.34,32.55
2325.677,-0.045,17.058,9.353,79,13.34,32.3
2325.742,-0.062,17.059,9.355,79,13.34,32.03
2325.806,-0.071,17.057,9.355,79,13.34,31.8
2325.871,0.016,17.052,9.355,79,13.34,31.46
2325.935,-0.08,17.051,9.355,79,13.34,31.38
2326,0.131,17.046,9.357,79,13.34,31.38
2326.065,-0.074,17.048,9.358,79,13.34,30.91
2326.129,-0.044,17.049,9.357,79,13.34,30.72
2326.194,0.029,17.046,9.357,79,13.34,30.67
2326.258,0.122,17.044,9.357,75,13.34,30.59
2326.323,0.018,17.044,9.357,75,13.34,30.4
2326.387,-0.049,17.042,9.357,75,13.34,30.39
2326.452,-0.038,17.041,9.357,75,13.34,30.32
2326.516,-0.051,17.043,9.356,75,13.34,30.23
2326.581,-0.061,17.042,9.353,75,13.34,30.11
2326.645,0.021,17.039,9.352,75,13.34,30.08
2326.71,-0.084,17.041,9.348,75,13.34,30.02
2326.774,0.126,17.039,9.346,75,13.34,30.05
2326.839,-0.085,17.041,9.343,75,13.34,30.02
2326.903,-0.051,17.038,9.341,75,13.34,30.08
2326.968,0.019,17.037,9.34,75,13.34,30.06
2327.032,0.11,17.032,9.337,77,13.34,30.05
2327.097,-0.002,17.027,9.335,77,13.34,30.12
2327.161,-0.063,17.025,9.331,77,13.34,30.28
2327.226,-0.05,17.022,9.328,77,13.34,30.36
2327.29,-0.066,17.02,9.323,77,13.34,30.68
2327.355,-0.035,17.019,9.321,77,13.34,30.73
2327.419,-0.017,17.019,9.316,77,13.34,31.02
2327.484,-0.072,17.019,9.313,77,13.34,31.31
2327.548,0.115,17.016,9.308,77,13.34,31.64
2327.613,-0.065,17.011,9.306,77,13.34,31.87
2327.677,-0.017,17.006,9.301,77,13.34,32
2327.742,0.07,17.014,9.296,80,13.34,32.25
2327.806,0.081,17.005,9.293,80,13.34,32.45
2327.871,-0.033,17.003,9.286,80,13.34,32.55
2327.935,-0.04,17.002,9.282,80,13.34,32.52
2328,-0.043,17.001,9.277,80,13.34,32.34
2328.065,-0.063,17.002,9.274,80,13.34,32.24
2328.129,0.024,16.997,9.269,80,13.34,31.83
2328.194,-0.074,16.992,9.264,80,13.34,31.69
2328.258,0.126,16.983,9.263,80,13.34,31.52
2328.323,-0.08,16.976,9.261,80,13.34,31.24
2328.387,-0.058,16.972,9.256,80,13.34,31.2
2328.452,0.01,16.969,9.251,80,13.34,30.96
2328.516,0.103,16.963,9.246,80,13.34,30.82
2328.581,0.025,16.957,9.241,80,13.34,30.78
2328.645,-0.063,16.95,9.236,80,13.34,30.67
2328.71,-0.049,16.949,9.231,80,13.34,30.34
2328.774,-0.065,16.945,9.226,80,13.34,30.16
2328.839,-0.04,16.944,9.221,80,13.34,30.01
2328.903,-0.024,16.94,9.216,80,13.34,29.96
2328.968,-0.082,16.937,9.211,80,13.34,29.96
2329.032,0.099,16.936,9.206,80,13.34,29.95
2329.097,-0.08,16.933,9.2,80,13.34,29.94
2329.161,-0.031,16.924,9.196,80,13.34,29.93
2329.226,0.067,16.919,9.193,80,13.34,29.89
2329.29,0.087,16.917,9.19,80,13.34,29.92
2329.355,-0.055,16.912,9.186,80,13.34,29.9
2329.419,-0.053,16.904,9.182,80,13.34,29.99
2329.484,-0.053,16.896,9.177,80,13.34,30.16
2329.548,-0.055,16.89,9.174,80,13.34,30.46
2329.613,0.003,16.888,9.169,80,13.34,30.42
2329.677,-0.094,16.884,9.164,80,13.34,30.78
2329.742,0.135,16.88,9.159,80,13.34,30.98
2329.806,-0.068,16.875,9.154,80,13.34,31.29
2329.871,-0.034,16.869,9.149,80,13.34,31.59
2329.935,0.052,16.863,9.146,83,13.34,31.85
2330,0.096,16.856,9.142,83,13.34,32.06
2330.065,-0.02,16.853,9.137,83,13.34,32.31
2330.129,-0.043,16.847,9.133,83,13.34,32.52
2330.194,-0.041,16.841,9.127,83,13.34,32.68
2330.258,-0.039,16.834,9.124,83,13.34,32.73
2330.323,0.015,16.829,9.121,83,13.34,32.62
2330.387,-0.096,16.826,9.117,83,13.34,32.34
2330.452,0.128,16.826,9.109,83,13.34,32.24
2330.516,-0.076,16.822,9.107,83,13.34,32.08
2330.581,-0.037,16.817,9.096,83,13.34,32
2330.645,0.041,16.813,9.092,84,13.34,31.76
2330.71,0.064,16.803,9.092,84,13.34,31.65
2330.774,-0.054,16.806,9.087,84,13.34,31.35
2330.839,-0.055,16.795,9.084,84,13.34,31.2
2330.903,-0.055,16.791,9.08,84,13.34,31.05
2330.968,-0.06,16.781,9.075,84,13.34,31.28
2331.032,0.007,16.775,9.072,84,13.34,30.71
2331.097,-0.09,16.77,9.069,84,13.34,29.73
2331.161,0.11,16.766,9.065,84,13.34,29.76
2331.226,-0.094,16.761,9.062,84,13.34,30.42
2331.29,-0.068,16.756,9.055,84,13.34,30.52
2331.355,0.007,16.747,9.052,84,13.34,30.67
2331.419,0.094,16.741,9.046,81,13.34,30.37
2331.484,0.01,16.739,9.045,81,13.34,30.27
2331.548,-0.057,16.734,9.041,81,13.34,29.94
2331.613,-0.058,16.734,9.037,81,13.34,29.95
2331.677,-0.065,16.725,9.035,81,13.34,29.87
2331.742,-0.048,16.714,9.034,81,13.34,29.93
2331.806,-0.011,16.709,9.035,81,13.34,29.98
2331.871,-0.086,16.7,9.036,81,13.34,29.95
2331.935,0.126,16.691,9.037,81,13.34,30.22
2332,-0.065,16.686,9.039,81,13.34,30.24
2332.065,-0.026,16.682,9.039,81,13.34,30.67
2332.129,0.065,16.674,9.042,80,13.34,30.81
2332.194,0.087,16.673,9.047,80,13.34,31.09
2332.258,-0.043,16.669,9.055,80,13.34,31.05
2332.323,-0.053,16.668,9.063,80,13.34,31.61
2332.387,-0.042,16.672,9.071,80,13.34,31.89
2332.452,-0.044,16.673,9.081,80,13.34,31.96
2332.516,0.005,16.672,9.092,80,13.34,32.11
2332.581,-0.091,16.677,9.104,80,13.34,32.3
2332.645,0.131,16.677,9.117,80,13.34,32.53
2332.71,-0.064,16.684,9.132,80,13.33,32.68
2332.774,-0.03,16.69,9.144,80,13.34,32.91
2332.839,0.057,16.704,9.157,83,13.34,33.09
2332.903,0.087,16.714,9.17,83,13.34,33
2332.968,-0.039,16.724,9.181,83,13.34,32.66
2333.032,-0.049,16.74,9.195,83,13.34,32.36
2333.097,-0.045,16.753,9.205,83,13.34,32.18
2333.161,-0.063,16.767,9.215,83,13.34,31.84
2333.226,-0.032,16.773,9.224,83,13.34,31.43
2333.29,-0.004,16.792,9.232,83,13.33,31.29
2333.355,-0.087,16.811,9.244,83,13.33,30.76
2333.419,0.118,16.827,9.255,83,13.34,30.39
2333.484,-0.072,16.844,9.262,83,13.34,30.5
2333.548,-0.026,16.858,9.274,83,13.34,30.57
2333.613,0.063,16.87,9.281,78,13.34,31.04
2333.677,0.089,16.889,9.286,78,13.34,30.68
2333.742,-0.043,16.906,9.288,78,13.34,30.42
2333.806,-0.046,16.924,9.291,78,13.34,30.47
2333.871,-0.045,16.944,9.292,78,13.34,30.06
2333.935,-0.077,16.953,9.296,78,13.34,29.9
2334,0.002,16.956,9.298,78,13.34,29.7
2334.065,-0.078,16.971,9.3,78,13.34,29.68
2334.129,0.11,16.978,9.3,78,13.34,29.66
2334.194,-0.071,16.988,9.297,78,13.34,29.87
2334.258,-0.073,17.002,9.295,78,13.34,30.31
2334.323,-0.002,17.015,9.293,78,13.34,30.7
2334.387,0.093,17.02,9.292,80,13.34,30.55
2334.452,0.035,17.03,9.29,80,13.34,30.58
2334.516,-0.043,17.031,9.286,80,13.34,31.23
2334.581,-0.023,17.036,9.282,80,13.34,31.48
2334.645,-0.042,17.04,9.281,80,13.34,31.55
2334.71,0.003,17.045,9.28,80,13.34,31.59
2334.774,-0.041,17.051,9.276,80,13.34,32.23
2334.839,0.018,17.059,9.274,80,13.33,32.44
2334.903,0.057,17.062,9.273,80,13.33,32.88
2334.968,-0.047,17.067,9.271,80,13.33,33.14
2335.032,0.005,17.067,9.271,80,13.33,33.28
2335.097,0.099,17.069,9.27,83,13.32,33.18
2335.161,0.063,17.067,9.269,83,13.33,33.1
2335.226,-0.035,17.067,9.265,83,13.33,33.48
2335.29,-0.029,17.07,9.26,83,13.33,33.17
2335.355,-0.039,17.072,9.258,83,13.33,32.75
2335.419,-0.044,17.079,9.254,83,13.32,32.39
2335.484,0.032,17.079,9.249,83,13.33,32.13
2335.548,-0.075,17.077,9.248,83,13.33,31.67
2335.613,0.129,17.072,9.244,83,13.33,31.43
2335.677,-0.068,17.075,9.232,83,13.33,31.18
2335.742,-0.032,17.073,9.222,83,13.33,31.05
2335.806,0.051,17.077,9.21,80,13.33,31.01
2335.871,0.113,17.073,9.206,80,13.33,30.74
2335.935,0.009,17.069,9.203,80,13.32,31.22
2336,-0.041,17.072,9.196,80,13.32,30.43
2336.065,-0.036,17.064,9.191,80,13.33,30.57
2336.129,-0.057,17.063,9.184,80,13.33,30.55
2336.194,0,17.058,9.178,80,13.33,30.73
2336.258,-0.04,17.054,9.169,80,13.33,30.65
2336.323,0.004,17.048,9.163,80,13.33,30.57
2336.387,0.026,17.045,9.157,80,13.33,30.17
2336.452,-0.069,17.039,9.152,80,13.32,30.08
2336.516,-0.009,17.032,9.145,80,13.33,29.93
2336.581,0.083,17.025,9.14,81,13.33,30.04
2336.645,0.054,17.022,9.137,81,13.33,30.07
2336.71,-0.065,17.022,9.132,81,13.33,30.1
2336.774,-0.052,17.019,9.129,81,13.33,30.38
2336.839,-0.056,17.015,9.128,81,13.33,30.6
2336.903,0.016,17.008,9.126,81,13.33,30.85
2336.968,-0.068,17.003,9.126,81,13.33,30.95
2337.032,0.113,17,9.126,81,13.33,31.51
2337.097,-0.053,16.996,9.126,81,13.33,31.69
2337.161,-0.054,16.995,9.122,81,13.33,32.05
2337.226,0.001,16.989,9.123,81,13.33,32.3
2337.29,0.097,16.982,9.123,85,13.33,32.5
2337.355,0.024,16.979,9.121,85,13.33,32.74
2337.419,-0.031,16.976,9.121,85,13.32,32.9
2337.484,-0.021,16.965,9.119,85,13.33,32.98
2337.548,-0.031,16.96,9.118,85,13.33,32.97
2337.613,0.035,16.949,9.121,85,13.33,32.34
2337.677,-0.079,16.946,9.121,85,13.33,32.23
2337.742,0.137,16.943,9.118,85,13.33,31.81
2337.806,-0.079,16.941,9.117,85,13.33,32.01
2337.871,-0.038,16.94,9.112,85,13.33,31.61
2337.935,0.03,16.94,9.111,85,13.33,31.37
2338,0.102,16.937,9.111,86,13.33,31.24
2338.065,-0.005,16.931,9.111,86,13.32,30.79
2338.129,-0.041,16.924,9.112,86,13.33,31.01
2338.194,-0.03,16.919,9.113,86,13.33,30.32
2338.258,-0.036,16.914,9.113,86,13.33,30.18
2338.323,0.021,16.911,9.111,86,13.33,30.22
2338.387,-0.087,16.907,9.109,86,13.33,29.8
2338.452,0.128,16.903,9.109,86,13.33,29.82
2338.516,-0.065,16.904,9.107,86,13.33,29.97
2338.581,-0.022,16.898,9.106,86,13.32,29.9
2338.645,0.063,16.895,9.103,86,13.32,29.81
2338.71,0.102,16.891,9.102,86,13.33,30.19
2338.774,-0.025,16.888,9.099,86,13.32,30.19
2338.839,-0.042,16.888,9.095,86,13.32,30.15
2338.903,-0.041,16.88,9.092,86,13.32,30.15
2338.968,-0.013,16.879,9.087,86,13.33,30.15
2339.032,-0.014,16.88,9.085,86,13.32,30.37
2339.097,-0.059,16.878,9.084,86,13.32,30.6
2339.161,0.115,16.872,9.084,86,13.32,30.72
2339.226,-0.06,16.87,9.081,86,13.33,31
2339.29,-0.017,16.867,9.08,86,13.33,31.32
2339.355,0.079,16.859,9.079,86,13.33,31.69
2339.419,0.072,16.851,9.077,86,13.33,31.95
2339.484,-0.022,16.846,9.077,86,13.32,32.3
2339.548,-0.023,16.845,9.08,86,13.32,32.49
2339.613,-0.023,16.843,9.082,86,13.32,32.58
2339.677,0.051,16.843,9.084,86,13.32,32.52
2339.742,-0.06,16.837,9.084,86,13.32,32.9
2339.806,0.158,16.833,9.084,86,13.32,32.98
2339.871,-0.056,16.832,9.086,86,13.32,33.03
2339.935,-0.013,16.832,9.087,86,13.32,32.68
2340,0.061,16.832,9.089,86,13.32,32.57
2340.065,0.121,16.83,9.09,88,13.32,32.31
2340.129,0.019,16.831,9.091,88,13.32,32
2340.194,-0.022,16.832,9.09,88,13.32,31.81
2340.258,-0.009,16.831,9.089,88,13.32,31.7
2340.323,-0.016,16.826,9.087,88,13.32,31.45
2340.387,0.046,16.823,9.086,88,13.32,31.12
2340.452,-0.063,16.822,9.089,88,13.32,30.99
2340.516,0.151,16.819,9.091,88,13.32,30.79
2340.581,-0.038,16.811,9.091,88,13.32,30.68
2340.645,-0.003,16.807,9.09,88,13.32,30.63
2340.71,0.076,16.803,9.089,88,13.32,30.54
2340.774,0.125,16.801,9.089,85,13.32,30.79
2340.839,0.004,16.797,9.089,85,13.32,30.72
2340.903,-0.007,16.797,9.09,85,13.32,30.37
2340.968,-0.009,16.796,9.092,85,13.32,30.37
2341.032,0.014,16.792,9.098,85,13.32,30.04
2341.097,0.013,16.786,9.105,85,13.32,30.07
2341.161,-0.03,16.781,9.117,85,13.32,30.15
2341.226,0.128,16.777,9.128,85,13.32,30.16
2341.29,-0.034,16.776,9.142,85,13.32,30.33
2341.355,0.016,16.773,9.158,85,13.32,30.56
2341.419,0.106,16.776,9.18,87,13.32,30.7
2341.484,0.1,16.778,9.206,87,13.32,30.86
2341.548,-0.002,16.781,9.231,87,13.32,31.09
2341.613,0.008,16.777,9.26,87,13.32,31.3
2341.677,0,16.778,9.286,87,13.32,31.59
2341.742,0.07,16.782,9.316,87,13.32,31.79
2341.806,-0.024,16.781,9.347,87,13.32,32.06
2341.871,0.181,16.79,9.371,87,13.32,32.28
2341.935,-0.025,16.795,9.398,87,13.32,32.61
2342,0,16.804,9.424,87,13.32,32.81
2342.065,0.074,16.821,9.451,87,13.32,33.12
2342.129,0.136,16.835,9.48,87,13.32,33.29
2342.194,0.05,16.844,9.507,87,13.32,33.26
2342.258,0.002,16.86,9.529,87,13.32,33.1
2342.323,0.009,16.875,9.548,87,13.32,32.93
2342.387,0,16.894,9.571,87,13.32,33.16
2342.452,0.058,16.912,9.591,87,13.32,32.93
2342.516,-0.052,16.925,9.611,87,13.32,32.21
2342.581,0.158,16.936,9.626,87,13.32,31.58
2342.645,-0.036,16.952,9.64,87,13.32,31.42
2342.71,-0.005,16.965,9.651,87,13.32,31.36
2342.774,0.086,16.98,9.664,86,13.32,31.09
2342.839,0.121,16.994,9.677,86,13.32,31
2342.903,-0.001,17.007,9.689,86,13.32,30.99
2342.968,-0.014,17.022,9.697,86,13.32,30.84
2343.032,-0.007,17.033,9.706,86,13.32,30.76
2343.097,-0.004,17.045,9.714,86,13.32,30.68
2343.161,0.018,17.056,9.722,86,13.32,31.01
2343.226,-0.059,17.068,9.728,86,13.32,30.75
2343.29,0.138,17.081,9.733,86,13.32,30.52
2343.355,-0.042,17.09,9.738,86,13.32,30.43
2343.419,0.002,17.098,9.743,86,13.32,30.65
2343.484,0.088,17.103,9.747,86,13.32,30.46
2343.548,0.084,17.11,9.747,86,13.32,30.46
2343.613,-0.022,17.118,9.748,86,13.32,30.42
2343.677,-0.018,17.123,9.753,86,13.32,30.61
2343.742,-0.031,17.126,9.756,86,13.32,31.09
2343.806,0.024,17.133,9.749,86,13.32,31.36
2343.871,-0.047,17.13,9.739,86,13.32,31.6
2343.935,0.086,17.136,9.747,86,13.32,31.81
2344,-0.011,17.141,9.78,86,13.32,32.15
2344.065,-0.049,17.144,9.825,86,13.32,32.41
2344.129,0.005,17.14,9.881,86,13.32,32.53
2344.194,0.083,17.14,9.905,87,13.32,32.64
2344.258,0.023,17.14,9.899,87,13.32,33.12
2344.323,-0.039,17.133,9.89,87,13.32,33.44
2344.387,-0.007,17.134,9.89,87,13.32,33.42
2344.452,-0.02,17.134,9.9,87,13.32,33.43
2344.516,0.069,17.131,9.91,87,13.32,33.02
2344.581,-0.045,17.133,9.913,87,13.32,32.05
2344.645,0.166,17.135,9.932,87,13.32,31.83
2344.71,-0.041,17.14,9.957,87,13.32,31.98
2344.774,-0.018,17.145,9.977,87,13.32,32.07
2344.839,0.046,17.152,9.997,87,13.32,31.97
2344.903,0.091,17.159,10.014,86,13.32,31.75
2344.968,-0.025,17.162,10.036,86,13.32,31.55
2345.032,-0.062,17.174,10.059,86,13.32,31.28
2345.097,-0.043,17.186,10.086,86,13.32,30.96
2345.161,-0.068,17.199,10.112,86,13.32,30.86
2345.226,0.015,17.209,10.135,86,13.32,31.17
2345.29,-0.09,17.216,10.155,86,13.32,31.12
2345.355,0.116,17.225,10.172,86,13.32,30.91
2345.419,-0.089,17.235,10.188,86,13.32,30.72
2345.484,-0.058,17.246,10.206,86,13.32,30.7
2345.548,0.02,17.252,10.214,86,13.32,30.71
2345.613,0.076,17.261,10.221,84,13.32,30.54
2345.677,-0.012,17.275,10.227,84,13.32,30.37
2345.742,-0.055,17.286,10.233,84,13.32,29.98
2345.806,-0.054,17.296,10.238,84,13.32,29.94
2345.871,-0.062,17.303,10.241,84,13.32,30.02
2345.935,0.012,17.311,10.244,84,13.32,30.12
2346,-0.075,17.328,10.247,84,13.32,29.94
2346.065,0.129,17.338,10.25,84,13.32,29.94
2346.129,-0.078,17.344,10.258,84,13.32,29.77
2346.194,-0.048,17.347,10.27,84,13.32,29.69
2346.258,0.026,17.351,10.291,84,13.32,30.13
2346.323,0.115,17.354,10.319,83,13.32,29.92
2346.387,0.031,17.354,10.337,83,13.32,29.58
2346.452,-0.01,17.354,10.35,83,13.32,29.23
2346.516,-0.007,17.357,10.376,83,13.32,29.39
2346.581,-0.024,17.359,10.416,83,13.32,29.37
2346.645,0.045,17.362,10.45,83,13.32,28.97
2346.71,-0.083,17.363,10.47,83,13.32,28.83
2346.774,0.118,17.359,10.478,83,13.32,28.87
2346.839,-0.094,17.359,10.476,83,13.32,28.77
2346.903,-0.057,17.361,10.467,83,13.32,28.68
2346.968,0.03,17.364,10.439,83,13.32,28.55
2347.032,0.085,17.367,10.416,85,13.32,28.58
2347.097,-0.011,17.368,10.423,85,13.32,28.65
2347.161,-0.035,17.369,10.444,85,13.32,28.81
2347.226,-0.03,17.375,10.472,85,13.32,29.1
2347.29,0.018,17.376,10.499,85,13.32,29.44
2347.355,-0.036,17.37,10.53,85,13.32,29.98
2347.419,0.094,17.374,10.553,85,13.32,30.38
2347.484,0.038,17.371,10.575,85,13.32,30.75
2347.548,0,17.378,10.585,85,13.32,31.07
2347.613,0.061,17.383,10.593,85,13.32,31.41
2347.677,0.127,17.383,10.611,85,13.32,31.72
2347.742,0.073,17.389,10.628,85,13.32,31.67
2347.806,0.009,17.394,10.661,85,13.32,31.68
2347.871,0.007,17.4,10.672,90,13.32,31.83
2347.935,0.013,17.403,10.681,90,13.32,31.98
2348,-0.029,17.412,10.699,90,13.32,31.67
2348.065,0.085,17.421,10.719,90,13.32,31.11
2348.129,0.027,17.432,10.738,90,13.32,30.93
2348.194,-0.028,17.441,10.755,90,13.32,30.78
2348.258,0.035,17.446,10.778,90,13.32,30.64
2348.323,0.116,17.462,10.8,91,13.32,30.51
2348.387,0.048,17.488,10.823,91,13.32,30.51
2348.452,-0.023,17.498,10.833,91,13.32,30.48
2348.516,-0.01,17.502,10.84,91,13.32,30.29
2348.581,-0.045,17.515,10.851,91,13.32,30.21
2348.645,-0.072,17.524,10.864,91,13.32,30.19
2348.71,0.163,17.538,10.881,91,13.32,30.35
2348.774,-0.071,17.551,10.898,91,13.32,30.29
2348.839,-0.027,17.562,10.914,91,13.32,30.43
2348.903,0.042,17.576,10.925,96,13.32,30.54
2348.968,0.077,17.585,10.94,96,13.32,30.54
2349.032,-0.011,17.601,10.951,96,13.32,30.34
2349.097,-0.037,17.613,10.962,96,13.32,30.2
2349.161,0.035,17.625,10.974,96,13.32,30.24
2349.226,-0.049,17.641,10.982,96,13.32,30.21
2349.29,0.084,17.656,10.99,96,13.32,30.19
2349.355,-0.018,17.673,10.999,96,13.32,30.39
2349.419,-0.065,17.686,11.004,96,13.32,30.74
