Elapsed time(s),ECG(mV),EMG(mV),foot GSR(mV),hand GSR(mV),marker(mV),RESP(mV)
2724.323,-0.175,-1.117,14.079,32.185,11.7,35.02
2724.387,-0.032,-1.793,14.096,32.118,11.72,34.95
2724.452,-0.046,-0.627,14.099,32.136,11.7,35.1
2724.516,-0.24,0.144,14.1,32.154,11.82,37.68
2724.581,-0.039,-2.74,14.105,32.13,11.65,41.91
2724.645,0.186,-3.898,14.123,-0.051,11.54,40.17
2724.71,0.216,1.202,14.12,-32.278,11.5,42.55
2724.774,-0.003,2.95,14.121,-32.58,11.39,42.9
2724.839,0.04,2.732,14.156,32.653,11.2,43.17
2724.903,0.02,2.204,14.106,-32.237,10.99,42.71
2724.968,0.195,1.246,14.078,-31.637,10.84,42.23
2725.032,0.026,2.31,14.099,-31.57,10.77,41.99
2725.097,-0.084,1.264,14.094,-31.593,10.82,41.98
2725.161,0.181,1.631,14.121,-31.521,10.82,42.12
2725.226,0.116,2.106,14.137,-31.476,11.04,42.2
2725.29,-0.133,1.134,14.163,-31.513,11.21,42.18
2725.355,-0.087,1.486,14.177,-31.584,11.27,42.19
2725.419,-0.112,1.282,14.176,-31.634,11.62,42.21
2725.484,-0.25,1.619,14.173,-31.707,11.39,42.19
2725.548,0.003,1.753,14.175,-31.781,10.89,42.16
2725.613,-0.417,1.254,14.173,-31.858,10.5,42.14
2725.677,-0.245,1.673,14.178,-31.936,10.52,42.14
2725.742,-0.134,1.486,14.185,-31.964,10.87,42.13
2725.806,-0.429,2.214,14.178,-32.003,10.9,42.11
2725.871,-0.413,1.707,14.161,-32.013,10.73,42.08
2725.935,-0.371,1.712,14.138,-32.072,10.83,42.02
2726,-0.546,2.248,14.125,-32.088,10.81,42
2726.065,-0.216,-1.409,14.115,-32.122,10.68,41.99
2726.129,-0.495,1.784,14.101,-32.033,10.81,42.01
2726.194,-0.39,-1.226,14.089,-32.075,10.79,42
2726.258,-0.23,-0.573,14.077,-32.125,10.85,41.97
2726.323,-0.459,1.61,14.067,-32.182,10.84,41.98
2726.387,-0.489,-2.577,14.044,-32.244,10.85,41.94
2726.452,-0.356,-1.793,14.013,-32.341,10.88,41.97
2726.516,-0.473,3.103,13.983,-32.421,10.9,41.45
2726.581,-0.132,2.033,13.94,-32.497,10.66,40.55
2726.645,-0.465,2.082,13.916,-32.59,10.28,40.29
2726.71,-0.355,1.054,13.897,-32.614,10.32,40.36
2726.774,-0.1,1.142,13.876,-32.657,10.32,39.34
2726.839,-0.245,0.961,13.963,-32.682,10.35,39.17
2726.903,-0.303,1.186,13.972,-32.683,10.74,39.85
2726.968,-0.171,0.961,13.905,-32.709,11.2,40.71
2727.032,-0.221,0.774,13.899,0.01,11.49,41.87
2727.097,-0.041,0.857,13.929,32.685,11.44,43.94
2727.161,-0.301,1.246,13.941,32.702,11.21,47.17
2727.226,-0.224,1.743,13.985,32.657,11.06,47.12
2727.29,-0.044,1.005,14.026,32.726,11.09,41.12
2727.355,-0.028,2.243,14.069,-32.725,11.1,39.3
2727.419,-0.213,1.29,14.1,-32.646,11.02,38.91
2727.484,-0.112,1.264,14.122,-32.607,11.71,38.37
2727.548,-0.175,3.369,14.162,-32.677,12.42,38.25
2727.613,-0.095,1.129,14.209,-32.709,13.2,37.21
2727.677,-0.139,1.298,14.252,-32.738,11.83,36.4
2727.742,-0.223,1.277,14.285,32.467,11.21,36.21
2727.806,-0.059,1.678,14.31,32.275,11.43,36.36
2727.871,-0.024,1.075,14.334,32.21,11.7,36.32
2727.935,-0.212,0.899,14.352,31.37,11.02,36.23
2728,-0.171,0.899,14.371,31.597,10.49,35.87
2728.065,-0.234,0.961,14.391,31.485,10.37,35.37
2728.129,-0.117,0.904,14.411,31.064,10.33,35.16
2728.194,-0.221,0.782,14.423,31.499,10.44,35.06
2728.258,-0.251,0.896,14.428,31.914,10.38,35.03
2728.323,-0.09,0.886,14.432,31.496,10.34,34.75
2728.387,-0.051,0.813,14.436,32.332,10.32,34.65
2728.452,-0.26,0.865,14.438,32.34,10.59,34.98
2728.516,-0.175,1.023,14.438,31.055,10.62,35.37
2728.581,-0.231,1.005,14.433,30.941,10.57,35.81
2728.645,0.013,1.033,14.432,30.878,10.61,36.12
2728.71,-0.323,0.951,14.428,30.846,10.62,36.81
2728.774,-0.192,0.865,14.426,30.508,10.67,37.77
2728.839,-0.016,0.943,14.423,30.89,10.68,38.59
2728.903,-0.061,0.919,14.421,30.911,10.56,39.32
2728.968,-0.156,1.178,14.417,31.556,10.55,40.46
2729.032,-0.046,0.966,14.416,-32.457,10.65,41.53
2729.097,-0.259,1.129,14.418,-32.023,10.28,42.14
2729.161,0.102,0.971,14.423,-32.038,10.7,43
2729.226,-0.163,1.139,14.433,-32.164,11.21,43.69
2729.29,0.016,1.132,14.442,-32.107,11.4,44.12
2729.355,0.051,1.147,14.452,-31.631,11.44,44.45
2729.419,-0.122,1.196,14.472,-31.284,11.37,44.42
2729.484,-0.041,1.31,14.495,-30.999,11.1,44.12
2729.548,-0.064,1.647,14.518,-30.436,11.29,43.66
2729.613,0.055,0.969,14.569,-30.755,10.9,42.67
2729.677,-0.058,1.233,14.572,-30.857,10.76,42.64
2729.742,-0.048,2.46,14.611,-31.824,11.01,42.33
2729.806,0.16,2.929,14.647,-32.299,11,41.21
2729.871,0.171,3.167,14.673,-32.505,10.68,39.04
2729.935,-0.018,1.411,14.697,-32.637,10.59,36.75
2730,0.113,1.774,14.717,-32.687,10.51,35.39
2730.065,-0.016,-3.334,14.738,-32.575,10.61,35.12
2730.129,0.246,1.303,14.761,-32.263,10.48,35.49
2730.194,-0.036,1.194,14.787,-32.088,10.32,36.19
2730.258,0.126,1.96,14.801,-32.448,10.3,37.03
2730.323,0.319,1.033,14.81,0.037,10.35,37.22
2730.387,0.077,0.826,14.818,32.669,10.39,36.97
2730.452,0.09,0.782,14.825,32.688,10.34,36.76
2730.516,0.025,0.924,14.831,32.595,10.32,37.25
2730.581,0.144,1.038,14.835,32.504,10.3,37.4
2730.645,0.028,1.083,14.839,32.548,10.34,37.27
2730.71,0.017,0.969,14.85,32.448,10.3,36.84
2730.774,0.197,0.8,14.846,31.774,10.28,36.37
2730.839,0.267,1.041,14.825,31.735,10.28,35.33
2730.903,0.09,1.22,14.807,31.828,10.26,33.87
2730.968,0.194,1.505,14.776,31.813,10.27,33.81
2731.032,0.051,0.779,14.712,31.844,10.33,33.93
2731.097,0.398,1.054,14.67,31.807,10.29,33.51
2731.161,0.074,2.414,14.661,31.741,10.26,33.87
2731.226,0.214,-3.442,14.631,31.675,10.22,33.85
2731.29,0.389,0.873,14.528,31.331,10.22,35.31
2731.355,0.209,0.764,14.422,30.861,10.27,38.12
2731.419,0.127,3.017,14.331,31.056,10.27,40.74
2731.484,0.024,-1.94,14.325,-29.53,10.24,42.14
2731.548,-0.021,0.782,14.31,-27.967,10.24,43.48
2731.613,-0.195,1.502,14.304,-28.073,10.24,43.75
2731.677,-0.162,0.886,14.303,-29.3,10.26,46.11
2731.742,0.046,0.855,14.294,-29.968,10.29,49.8
2731.806,0.102,0.728,14.299,-30.55,10.28,49.46
2731.871,-0.075,0.813,14.301,-31.067,10.27,45.06
2731.935,0.01,1.492,14.313,-30.715,10.27,41.32
2732,-0.209,0.87,14.313,-31.182,10.27,38.77
2732.065,0.054,0.704,14.307,-31.435,10.26,37.62
2732.129,-0.257,0.697,14.322,-31.662,10.28,37.71
2732.194,-0.127,0.658,14.34,0.258,10.34,39.44
2732.258,-0.108,0.658,14.354,32.503,10.34,41.33
2732.323,-0.264,0.888,14.372,0.05,10.38,41.63
2732.387,-0.251,0.759,14.388,-28.647,10.34,40.85
2732.452,-0.323,0.697,14.404,-27.988,10.27,41.32
2732.516,-0.101,0.824,14.42,-30.928,10.23,43.76
2732.581,-0.429,0.953,14.422,-31.14,10.26,43.82
2732.645,-0.351,0.896,14.436,-31.788,10.28,42.43
2732.71,-0.141,0.919,14.454,-32.088,10.3,40.61
2732.774,-0.23,0.818,14.462,-32.445,10.3,38.36
2732.839,-0.327,0.963,14.462,-32.619,10.29,36.68
2732.903,-0.208,1.015,14.453,-32.667,10.3,35.57
2732.968,-0.382,0.86,14.444,0.037,10.32,34.66
2733.032,-0.065,0.678,14.441,32.667,10.33,34.32
2733.097,-0.335,0.622,14.444,32.584,10.38,34.82
2733.161,-0.221,0.749,14.446,32.539,10.38,36.58
2733.226,-0.053,0.692,14.444,-32.703,10.38,38.75
2733.29,-0.228,0.671,14.439,32.602,10.34,41.05
2733.355,-0.182,0.974,14.443,32.064,10.34,41.86
2733.419,-0.172,0.85,14.45,31.904,10.32,41.68
2733.484,-0.096,0.837,14.457,32.333,10.37,41.4
2733.548,-0.131,0.826,14.459,32.431,10.45,41.11
2733.613,-0.155,0.912,14.465,32.427,10.52,40.76
2733.677,0.038,1.095,14.476,32.401,10.51,40.51
2733.742,0.049,0.953,14.493,32.39,10.48,40.24
2733.806,-0.066,0.922,14.513,32.417,10.78,39.69
2733.871,-0.02,0.777,14.53,32.426,10.93,39.04
2733.935,-0.091,1.15,14.56,32.441,10.67,38.31
2734,0.202,0.842,14.586,32.497,10.84,37.9
2734.065,-0.134,0.805,14.618,32.642,11.02,37.73
2734.129,0.005,0.811,14.653,32.662,11.04,38.5
2734.194,0.196,0.932,14.689,32.682,10.91,40.54
2734.258,0.067,0.93,14.719,32.609,10.85,44.02
2734.323,0.047,1.238,14.732,32.537,10.62,48.31
2734.387,0.088,1.209,14.725,32.585,10.38,48.32
2734.452,0.103,1.191,14.731,32.602,10.35,45.51
2734.516,0.235,0.987,14.75,32.586,10.46,42.55
2734.581,0.062,0.893,14.766,32.584,10.45,41.94
2734.645,0.243,0.969,14.763,32.55,10.32,43.54
2734.71,0.263,1.256,14.756,32.532,10.32,43.2
2734.774,0.091,0.829,14.75,32.501,10.33,41.04
2734.839,0.189,0.8,14.757,32.465,10.49,40.74
2734.903,0.075,1.137,14.765,32.425,10.41,41.49
2734.968,0.321,0.891,14.756,32.399,10.34,42.54
2735.032,0.056,0.717,14.75,32.384,10.41,43.47
2735.097,0.147,0.886,14.744,32.357,10.43,44.95
2735.161,0.3,0.673,14.727,32.344,10.59,46.6
2735.226,0.096,0.787,14.708,32.326,10.55,47.78
2735.29,0.076,0.824,14.698,32.149,10.49,48.01
2735.355,0.028,1.044,14.693,31.858,10.49,47.34
2735.419,-0.007,0.948,14.688,31.985,10.4,47.04
2735.484,0.039,0.888,14.678,32.002,10.49,46.98
2735.548,-0.118,0.831,14.654,31.986,10.56,46.74
2735.613,0.04,1.199,14.634,31.946,10.88,45.67
2735.677,0.025,0.8,14.627,31.807,10.82,44.67
2735.742,-0.17,0.847,14.613,31.852,10.74,44.58
2735.806,-0.087,0.935,14.597,31.909,10.91,44.46
2735.871,-0.217,0.976,14.574,31.883,11.01,44.01
2735.935,0.048,0.855,14.545,31.864,10.9,43.8
2736,-0.277,0.992,14.515,31.836,10.95,43.86
2736.065,-0.157,0.816,14.486,31.801,10.79,44.5
2736.129,0.026,0.888,14.46,31.77,10.62,44.9
2736.194,-0.146,0.906,14.43,31.74,10.73,44.27
2736.258,-0.183,1.124,14.398,31.71,10.66,43.37
2736.323,-0.246,1.083,14.368,31.669,11.18,43.03
2736.387,-0.213,1.01,14.346,31.636,11.29,43.07
2736.452,0.053,0.995,14.316,31.681,11.73,43.14
2736.516,-0.189,0.769,14.285,31.686,12.28,43.24
2736.581,-0.04,1.103,14.258,31.672,12.61,43.44
2736.645,0.085,0.847,14.214,31.691,13.32,45.02
2736.71,-0.114,1.153,14.212,31.695,13.09,45.13
2736.774,-0.051,0.919,14.196,31.659,12.5,46.23
2736.839,-0.059,0.984,14.173,31.618,12.42,47.27
2736.903,-0.015,0.958,14.149,31.585,12.39,47.64
2736.968,0.042,0.893,14.125,31.568,12.14,47.77
2737.032,-0.036,1.007,14.094,31.527,11.84,47.75
2737.097,0.148,0.782,14.047,31.497,11.09,47.71
2737.161,0.15,0.824,14.036,31.465,11.32,46.69
2737.226,0.003,0.961,14.124,31.449,11.84,45.6
2737.29,0.115,0.899,14.24,31.551,12.17,45.47
2737.355,0.004,0.924,14.195,31.582,12.39,45.86
2737.419,0.297,0.989,14.066,31.516,12.7,46.53
2737.484,-0.061,1.064,14.007,31.435,12.56,47.16
2737.548,0.071,0.969,13.983,31.413,12.44,48.21
2737.613,0.248,0.912,13.972,31.405,12.38,49.01
2737.677,0.131,0.956,13.965,31.366,12.72,48.95
2737.742,0.067,0.958,13.944,31.312,13.27,48.7
2737.806,0.148,0.774,13.905,31.236,14.26,48.64
2737.871,-0.003,0.943,13.881,31.166,15.25,48.49
2737.935,0.259,0.79,13.866,31.099,16.45,48.46
2738,0.02,0.699,13.86,30.901,17.32,47.35
2738.065,0.123,0.72,13.862,30.886,18.09,45.91
2738.129,0.265,0.787,13.86,30.979,18.13,44.98
2738.194,0.082,0.932,13.875,30.994,17.59,43.85
2738.258,0.095,0.888,13.875,31.032,17.37,42.62
2738.323,0.107,0.896,13.886,31.081,17.58,41.55
2738.387,-0.009,0.787,13.901,31.092,17.63,40.31
2738.452,0.246,0.733,13.906,31.121,18.3,38.87
2738.516,0.036,1.031,13.904,31.102,19.33,38.11
2738.581,0.181,0.995,13.902,31.105,20.56,38.19
2738.645,0.22,0.868,13.906,31.085,21,38.09
2738.71,0.029,0.85,13.917,31.069,19.57,37.86
2738.774,0.111,0.813,13.906,31.046,17.63,37.63
2738.839,0.051,0.93,13.886,31.014,18.34,37.86
2738.903,0.25,1.023,13.86,31.001,19.78,38.09
2738.968,-0.022,0.733,13.844,30.989,21.24,38.11
2739.032,0.064,0.728,13.836,30.963,22.82,38.4
2739.097,0.231,0.751,13.823,30.94,24.89,37.85
2739.161,0.172,0.743,13.803,30.933,24.73,37.37
2739.226,0.053,0.821,13.786,30.931,24.45,37.28
2739.29,0.145,0.787,13.767,30.881,23.31,37.82
2739.355,0.011,0.893,13.747,30.86,21.73,37.66
2739.419,0.249,0.909,13.743,30.856,19.45,36.94
2739.484,-0.04,0.855,13.733,30.84,18.58,36.91
2739.548,0.089,0.852,13.716,30.829,16.05,37.44
2739.613,0.261,0.93,13.696,30.818,12.38,38
2739.677,0.103,0.86,13.674,30.793,10.96,38.33
2739.742,0.069,0.779,13.656,30.77,11.06,37.9
2739.806,0.123,0.86,13.64,30.766,11.13,38.16
2739.871,-0.035,0.756,13.63,30.772,10.99,38.4
2739.935,0.24,0.676,13.624,30.775,10.91,38.57
2740,0.017,0.707,13.616,30.775,10.85,39.09
2740.065,0.154,0.715,13.619,30.769,10.82,39.22
2740.129,0.215,0.842,13.621,30.778,11.16,39.2
2740.194,0.029,0.761,13.632,30.772,10.79,39.17
2740.258,0.09,0.85,13.636,30.767,10.73,38.93
2740.323,0.012,0.826,13.634,30.757,10.89,38.44
2740.387,0.259,0.767,13.63,30.757,10.76,38.56
2740.452,-0.102,0.917,13.628,30.754,10.73,38.69
2740.516,-0.017,0.792,13.629,30.738,10.76,38.98
2740.581,0.193,0.862,13.634,30.716,10.81,38.65
2740.645,0.067,0.772,13.639,30.705,10.83,38.03
2740.71,-0.041,0.8,13.646,30.707,10.9,37.52
2740.774,0.047,0.922,13.651,30.968,10.89,37.67
2740.839,-0.112,0.888,13.659,31.121,10.9,37.93
2740.903,0.139,0.824,13.665,31.244,10.87,38.06
2740.968,-0.107,0.779,13.675,31.235,10.85,38.1
2741.032,-0.003,0.699,13.681,31.013,10.84,38.64
2741.097,0.176,0.891,13.686,30.856,10.84,38.44
2741.161,-0.027,0.875,13.687,31.101,10.84,37.95
2741.226,-0.026,0.899,13.687,31.153,10.84,38.7
2741.29,0.015,0.982,13.684,31.049,10.84,40.3
2741.355,-0.112,0.803,13.68,31.529,10.83,42.43
2741.419,0.174,0.899,13.676,31.909,10.83,43.96
2741.484,-0.045,0.875,13.674,32.143,10.84,43.9
2741.548,0.13,0.893,13.671,32.421,10.83,43.18
2741.613,0.142,0.878,13.665,32.405,10.83,43.5
2741.677,-0.032,0.917,13.659,31.889,10.83,43.9
2741.742,0.066,0.896,13.656,31.959,10.83,44.03
2741.806,-0.015,0.896,13.649,32.142,10.83,43.94
2741.871,0.256,1.062,13.642,32.23,10.83,43.31
2741.935,-0.099,0.847,13.635,32.21,10.83,42.66
2742,0.005,0.875,13.627,32.031,10.83,42.01
2742.065,0.207,0.715,13.621,31.816,10.82,41.99
2742.129,0.113,0.816,13.614,31.528,10.82,41.16
2742.194,-0.022,0.842,13.606,31.596,10.82,40.32
2742.258,0.085,0.963,13.601,-32.536,10.82,39.3
2742.323,-0.024,0.829,13.594,-32.248,10.82,37.65
2742.387,0.26,0.87,13.587,-32.522,10.82,36.37
2742.452,-0.048,1.026,13.572,-32.53,10.82,35.48
2742.516,0.044,1.038,13.548,-32.605,10.83,35.09
2742.581,0.19,0.94,13.547,0.007,10.83,35.02
2742.645,0.073,0.883,13.544,-32.282,10.83,34.74
2742.71,-0.032,0.873,13.525,-32.284,10.82,34.62
2742.774,0.07,0.969,13.477,-32.409,10.82,33.58
2742.839,-0.06,0.85,13.475,-32.428,10.82,33.54
2742.903,0.196,0.912,13.465,-32.522,10.81,32.97
2742.968,-0.125,0.862,13.459,-32.558,10.81,32.28
2743.032,-0.005,0.842,13.461,-32.648,10.79,31.86
2743.097,0.168,0.914,13.47,0.162,10.79,31.67
2743.161,0.066,0.982,13.48,32.499,10.79,31.52
2743.226,-0.001,0.844,13.478,32.653,10.78,31.62
2743.29,0.113,0.922,13.476,32.541,10.79,32.08
2743.355,-0.03,1.002,13.471,32.465,10.81,32.61
2743.419,0.164,0.945,13.462,32.427,10.81,33.63
2743.484,-0.067,1.018,13.453,32.368,10.81,34.88
2743.548,0.054,0.987,13.441,32.382,10.81,34.69
2743.613,0.185,0.919,13.437,32.399,10.79,35.51
2743.677,0.027,0.795,13.433,32.388,10.81,38.23
2743.742,0.004,0.888,13.429,32.352,10.81,37.53
2743.806,0.07,0.93,13.427,32.308,10.79,34.49
2743.871,-0.086,0.782,13.424,32.248,10.79,33.12
2743.935,0.199,0.862,13.418,32.218,10.79,32.74
2744,-0.037,0.805,13.414,32.14,10.79,32.2
2744.065,0.084,0.862,13.409,31.992,10.79,31.56
2744.129,0.249,0.868,13.401,31.952,10.81,31.01
2744.194,0.033,0.837,13.394,31.914,10.79,30.38
2744.258,0.011,0.837,13.385,31.868,10.79,29.81
2744.323,0.065,0.982,13.378,32.068,10.79,29.44
2744.387,-0.1,0.813,13.373,32.548,10.79,29.29
2744.452,0.162,0.904,13.369,-32.491,10.79,29.49
2744.516,-0.11,0.93,13.364,-32.273,10.79,29.58
2744.581,-0.027,1,13.355,-32.384,10.79,29.72
2744.645,0.038,0.948,13.35,-32.479,10.79,29.96
2744.71,-0.241,0.914,13.345,-32.502,10.79,30.2
2744.774,-0.271,0.883,13.341,-32.584,10.79,30.62
2744.839,-0.287,0.888,13.338,-32.614,10.79,31.25
2744.903,-0.471,0.878,13.333,-32.661,10.79,31.81
2744.968,-0.209,0.87,13.331,-32.734,10.79,32.14
2745.032,-0.443,0.932,13.326,-32.754,10.79,32.44
2745.097,-0.304,0.938,13.323,-32.759,10.79,32.81
2745.161,-0.215,1.036,13.318,32.748,10.78,33.58
2745.226,-0.406,1.057,13.313,32.726,10.79,34.08
2745.29,-0.32,1.02,13.311,32.7,10.78,33.85
2745.355,-0.304,0.974,13.307,32.674,10.79,34.46
2745.419,-0.286,1.038,13.303,32.644,10.79,35.29
2745.484,-0.189,1.145,13.301,32.626,10.78,36.06
2745.548,-0.286,1.01,13.296,32.607,10.78,37.1
2745.613,-0.093,0.992,13.293,32.579,10.78,37.91
2745.677,-0.113,0.976,13.288,32.555,10.78,38.6
2745.742,-0.282,0.891,13.283,32.52,10.78,38.99
2745.806,-0.177,1.088,13.278,32.492,10.78,38.94
2745.871,-0.225,0.951,13.276,32.48,10.78,38.55
2745.935,0.027,0.761,13.272,32.456,10.78,38.24
2746,-0.304,0.725,13.272,32.436,10.78,38.57
2746.065,-0.187,0.792,13.272,32.412,10.78,38.83
2746.129,0.021,0.844,13.276,32.402,10.78,38.07
2746.194,-0.107,0.839,13.281,32.374,10.78,36.83
2746.258,-0.188,0.839,13.285,32.323,10.78,36.16
2746.323,-0.073,0.79,13.289,32.251,10.78,37.57
2746.387,-0.135,0.86,13.297,32.223,10.78,39.68
2746.452,0.132,0.86,13.307,32.202,10.78,40.2
2746.516,-0.254,0.826,13.316,32.186,10.78,38.55
2746.581,-0.104,0.873,13.326,32.181,10.78,35.92
2746.645,0.059,0.855,13.336,32.16,10.78,33.54
2746.71,-0.086,0.767,13.346,32.162,10.78,32.95
2746.774,-0.191,0.808,13.355,32.16,10.78,33.07
2746.839,-0.075,0.842,13.363,32.147,10.78,33.53
2746.903,-0.163,0.764,13.371,32.142,10.78,33.87
2746.968,0.1,0.728,13.381,32.14,10.78,34.19
2747.032,-0.259,0.785,13.388,32.14,10.78,34.5
2747.097,-0.112,0.878,13.395,32.135,10.78,34.51
2747.161,0.121,0.951,13.4,32.118,10.78,34.14
2747.226,0.006,0.912,13.405,32.105,10.77,33.71
2747.29,-0.088,0.821,13.41,32.102,10.77,33.4
2747.355,0.036,0.785,13.413,32.108,10.78,33.25
2747.419,-0.063,0.847,13.417,32.1,10.77,33.3
2747.484,0.175,0.774,13.42,32.094,10.77,33.17
2747.548,-0.231,0.93,13.422,32.072,10.77,33.16
2747.613,-0.1,1.031,13.425,32.228,10.77,33.64
2747.677,0.117,0.883,13.429,-0.071,10.77,35.77
2747.742,-0.011,0.868,13.431,32.167,10.77,39.1
2747.806,-0.114,0.888,13.425,31.256,10.77,41.92
2747.871,0.019,0.785,13.422,31.493,10.77,40.21
2747.935,-0.088,0.795,13.437,30.035,10.78,37.64
2748,0.179,0.852,13.455,30.339,10.78,38.13
2748.065,-0.149,0.945,13.466,-31.86,10.78,38.87
2748.129,0.012,0.87,13.481,-31.032,10.78,39.4
2748.194,0.207,0.951,13.528,31.528,10.78,39.66
2748.258,0.062,0.922,13.551,31.285,10.78,39.66
2748.323,0.004,0.912,13.534,31.658,10.78,38.93
2748.387,0.02,0.976,13.512,31.453,10.78,38.13
2748.452,-0.006,0.852,13.505,31.79,10.78,38.25
2748.516,0.174,0.924,13.518,31.901,10.78,38.66
2748.581,-0.081,0.831,13.575,31.024,10.78,37.7
2748.645,-0.003,0.87,13.572,30.226,10.78,36.97
2748.71,0.21,1.02,13.59,29.844,10.78,37.16
2748.774,0.115,0.979,13.628,30.102,10.78,36.85
2748.839,-0.018,0.733,13.669,32.174,10.78,36.02
2748.903,0.053,0.725,13.704,31.786,10.78,35.53
2748.968,0.003,0.777,13.727,32.327,10.79,35.22
2749.032,0.148,0.689,13.737,-32.406,10.79,34.73
2749.097,0.002,1.028,13.752,-32.022,10.79,34.2
2749.161,0.028,0.945,13.769,-31.73,10.79,33.74
2749.226,0.233,0.961,13.78,-31.135,10.79,34.17
2749.29,0.189,1.121,13.791,-30.316,10.79,34.73
2749.355,0.052,1.132,13.801,-29.95,10.79,34.66
2749.419,0.154,1.176,13.804,-29.741,10.79,34
2749.484,0.074,0.984,13.789,-29.544,10.79,33.11
2749.548,0.273,1.523,13.774,-29.627,10.79,33.38
2749.613,-0.05,1.085,13.768,-29.778,10.79,34.23
2749.677,0.05,0.868,13.763,-29.764,10.84,34.35
2749.742,0.25,1.005,13.762,-29.762,10.82,34.19
2749.806,0.084,1.083,13.761,-29.834,10.81,33.98
2749.871,-0.05,0.922,13.762,-30.266,10.79,33.45
2749.935,0.047,0.808,13.761,-30.462,10.79,32.39
2750,0,1.005,13.754,-30.392,10.79,32.42
2750.065,0.189,1.013,13.744,-30.914,10.79,32.35
2750.129,-0.183,1.134,13.738,-31.03,10.79,31.65
2750.194,-0.004,0.971,13.739,-31.009,10.81,31.45
2750.258,0.199,1.121,13.74,-31.057,10.79,31.51
2750.323,0.034,1.116,13.735,-31.372,10.79,31.88
2750.387,-0.086,1.183,13.735,-31.463,10.79,31.64
2750.452,-0.018,1.083,13.731,-30.835,10.79,31.35
2750.516,-0.173,1.002,13.73,-30.591,10.79,30.13
2750.581,0.047,1.005,13.73,-30.444,10.79,29.23
2750.645,-0.288,1.049,13.728,-30.544,10.79,28.84
2750.71,-0.177,0.982,13.721,-30.622,10.79,28.81
2750.774,-0.021,1.041,13.711,-30.746,10.79,28.52
2750.839,-0.238,0.976,13.707,-30.836,10.79,28.13
2750.903,-0.311,0.901,13.707,-30.897,10.79,27.94
2750.968,-0.228,1.067,13.703,-30.95,10.79,27.91
2751.032,-0.371,1.031,13.702,-31.025,10.79,28.04
2751.097,-0.127,0.997,13.701,-31.061,10.79,27.85
2751.161,-0.368,1.121,13.698,-31.09,10.79,27.72
2751.226,-0.259,1.013,13.696,-31.101,10.79,27.68
2751.29,-0.047,1.124,13.688,-31.127,10.79,27.41
2751.355,-0.267,1.277,13.684,-31.184,10.79,27.22
2751.419,-0.285,1.272,13.679,-31.236,10.79,27.14
2751.484,-0.157,1.072,13.674,-31.264,10.78,26.89
2751.548,-0.302,1.171,13.667,-31.195,10.79,26.01
2751.613,-0.036,1.243,13.659,-31.103,10.79,26.17
2751.677,-0.249,0.966,13.647,-31.035,10.79,26.44
2751.742,-0.136,1.062,13.64,-31.016,10.79,26.47
2751.806,0.063,1.052,13.629,-31.034,10.79,26.36
2751.871,-0.149,0.87,13.617,-31.05,10.79,26.41
2751.935,-0.049,1.093,13.606,-31.04,10.79,26.09
2752,-0.04,1.196,13.592,-30.99,10.79,26.19
2752.065,-0.141,1.038,13.58,-30.96,10.79,26
2752.129,0.105,1.119,13.569,-30.96,10.81,25.64
2752.194,-0.088,1.095,13.562,-31.001,10.79,25.91
2752.258,0.075,1.168,13.549,-31.046,10.79,26.6
2752.323,0.273,1.072,13.547,-31.042,10.79,26.66
2752.387,0.088,1.088,13.539,-30.893,10.79,27.31
2752.452,0.052,0.995,13.527,-30.922,10.82,27.85
2752.516,0.156,1.119,13.517,-31.707,10.82,28.25
2752.581,0.034,0.956,13.512,-32.536,10.82,28.36
2752.645,0.336,0.875,13.502,-32.704,10.81,28.44
2752.71,0.1,1.137,13.492,-32.453,10.81,28.79
2752.774,0.218,1.194,13.485,-32.15,10.81,29.17
2752.839,0.392,0.969,13.481,-31.867,10.81,29.99
2752.903,0.123,1.132,13.485,-32.042,10.81,30.92
2752.968,0.138,1.085,13.486,-32.437,10.81,31.51
2753.032,0.177,0.798,13.486,-32.424,10.82,31.86
2753.097,0.005,1.093,13.486,-32.607,10.81,32.09
2753.161,0.279,1.031,13.487,32.629,10.81,31.68
2753.226,0.057,1.015,13.49,32.416,10.79,30.92
2753.29,0.195,1.064,13.491,-0.036,10.81,30.44
2753.355,0.333,1.132,13.492,-32.052,10.81,30.2
2753.419,0.047,1.158,13.494,-31.853,10.81,29.92
2753.484,0.073,0.951,13.495,-31.722,10.81,29.14
2753.548,0.137,0.88,13.497,-31.925,10.81,28.65
2753.613,0.001,0.974,13.5,-32.036,10.81,28.96
2753.677,0.273,1.023,13.499,-32.242,10.81,29.34
2753.742,0.047,0.883,13.496,-32.354,10.81,29.54
2753.806,0.21,0.86,13.496,-32.515,10.81,30
2753.871,0.32,0.899,13.497,-32.713,10.79,30.37
2753.935,0.082,0.873,13.499,32.691,10.81,30.41
2754,0.088,0.86,13.499,32.613,10.82,30.42
2754.065,0.08,0.906,13.499,32.551,10.82,30.55
2754.129,-0.026,0.917,13.5,32.529,10.81,30.64
2754.194,0.263,0.899,13.501,32.552,10.81,30.65
2754.258,0.024,0.868,13.499,32.575,10.81,30.79
2754.323,0.222,1.116,13.506,32.529,10.81,31.33
2754.387,0.254,0.956,13.506,32.523,10.81,31.33
