Elapsed time(s),ECG(mV),EMG(mV),foot GSR(mV),HR(bpm),marker(mV),RESP(mV)
2926.903,-0.217,0.883,10.565,99,10.44,28.56
2926.968,0.054,0.857,10.566,99,10.44,28.52
2927.032,-0.165,0.842,10.563,99,10.44,28.3
2927.097,-0.059,0.813,10.559,99,10.45,28.17
2927.161,0.17,0.956,10.555,95,10.44,28.33
2927.226,-0.058,0.844,10.554,95,10.44,28.49
2927.29,-0.154,0.943,10.553,95,10.44,28.76
2927.355,-0.128,1.139,10.556,95,10.44,29.1
2927.419,-0.094,0.94,10.561,95,10.44,29.31
2927.484,-0.114,1.062,10.567,95,10.44,29.18
2927.548,-0.152,0.963,10.575,95,10.44,29.16
2927.613,0.023,0.987,10.585,95,10.44,28.99
2927.677,-0.126,0.971,10.595,95,10.44,28.8
2927.742,0.023,0.878,10.606,95,10.44,28.85
2927.806,0.197,0.956,10.617,95,10.44,29.15
2927.871,-0.086,0.969,10.629,95,10.44,29.23
2927.935,-0.121,0.826,10.641,95,10.43,29.31
2928,-0.087,0.886,10.654,95,10.44,29.36
2928.065,-0.024,0.951,10.664,95,10.44,29.6
2928.129,-0.145,0.93,10.677,95,10.44,29.73
2928.194,0.142,0.805,10.688,95,10.44,29.88
2928.258,-0.158,0.692,10.699,95,10.43,29.92
2928.323,-0.037,1.015,10.709,95,10.43,30.12
2928.387,0.194,0.886,10.716,97,10.44,30.22
2928.452,0.106,0.93,10.723,97,10.44,30.04
2928.516,-0.075,0.938,10.731,97,10.43,29.8
2928.581,-0.064,0.862,10.738,97,10.43,29.58
2928.645,-0.052,0.992,10.743,97,10.43,29.4
2928.71,0.023,0.837,10.749,97,10.43,29.5
2928.774,-0.097,0.912,10.754,97,10.44,29.72
2928.839,0.161,0.951,10.757,97,10.44,29.45
2928.903,-0.114,0.813,10.759,97,10.44,28.85
2928.968,0.001,0.699,10.763,97,10.44,28.86
2929.032,0.236,0.917,10.765,97,10.45,29.55
2929.097,0.132,0.837,10.77,97,10.44,29.85
2929.161,-0.05,0.86,10.775,93,10.43,29.41
2929.226,-0.07,1,10.776,93,10.43,29.23
2929.29,-0.043,0.958,10.781,93,10.41,29.7
2929.355,0.015,1.067,10.785,93,10.41,30.35
2929.419,-0.107,0.893,10.791,93,10.44,29.96
2929.484,0.164,0.88,10.797,93,10.43,28.96
2929.548,-0.063,0.901,10.796,93,10.44,28.45
2929.613,0.036,0.927,10.8,93,10.43,28.19
2929.677,0.251,0.886,10.803,93,10.43,28.77
2929.742,0.083,0.857,10.811,93,10.41,29.29
2929.806,-0.062,0.888,10.82,94,10.43,29.29
2929.871,-0.038,0.891,10.826,94,10.41,28.76
2929.935,-0.034,0.821,10.827,94,10.43,28.58
2930,0.035,0.927,10.83,94,10.43,28.66
2930.065,-0.098,0.971,10.84,94,10.43,28.69
2930.129,0.145,0.945,10.856,94,10.44,28.43
2930.194,-0.088,0.774,10.873,94,10.44,28.25
2930.258,0.013,1.127,10.872,94,10.43,28.63
2930.323,0.088,1.209,10.865,91,10.43,29.2
2930.387,0.052,1.124,10.86,91,10.43,29.32
2930.452,-0.043,0.945,10.855,91,10.43,29.28
2930.516,-0.041,0.924,10.848,91,10.41,29
2930.581,-0.008,1.018,10.846,91,10.43,28.55
2930.645,0.004,0.811,10.859,91,10.43,28.09
2930.71,-0.111,1.023,10.861,91,10.43,28.08
2930.774,0.146,0.821,10.874,91,10.43,28.06
2930.839,-0.074,0.834,10.881,91,10.43,28.07
2930.903,0.033,0.769,10.874,91,10.43,28.26
2930.968,0.28,0.798,10.879,95,10.43,28.59
2931.032,0.033,0.883,10.884,95,10.44,28.93
2931.097,-0.06,0.862,10.887,95,10.43,28.98
2931.161,-0.047,0.782,10.883,95,10.41,29.22
2931.226,0.021,0.72,10.879,95,10.4,29.62
2931.29,-0.087,1.036,10.874,95,10.41,29.86
2931.355,0.195,0.958,10.869,95,10.41,30.16
2931.419,-0.159,0.987,10.869,95,10.43,30.07
2931.484,-0.045,0.888,10.871,95,10.44,29.78
2931.548,0.16,0.901,10.871,97,10.43,29.64
2931.613,0.171,1.007,10.867,97,10.43,30.21
2931.677,-0.062,0.834,10.864,97,10.43,31.06
2931.742,-0.046,0.795,10.861,97,10.43,31.58
2931.806,-0.006,0.813,10.857,97,10.43,31.61
2931.871,-0.048,0.795,10.856,97,10.43,31.61
2931.935,-0.098,0.997,10.856,97,10.43,31.54
2932,0.119,1.033,10.86,97,10.43,31.28
2932.065,-0.061,1.191,10.857,97,10.43,30.88
2932.129,0.061,0.904,10.852,97,10.43,30.59
2932.194,0.23,0.953,10.849,100,10.43,30.38
2932.258,-0.039,1.033,10.845,100,10.43,30.35
2932.323,-0.076,1.036,10.84,100,10.43,30.33
2932.387,-0.043,0.953,10.835,100,10.43,30.14
2932.452,-0.013,1.013,10.83,100,10.43,29.89
2932.516,-0.137,0.906,10.825,100,10.43,29.45
2932.581,0.132,0.974,10.819,100,10.43,29.5
2932.645,-0.124,1.085,10.815,100,10.43,29.59
2932.71,-0.041,0.93,10.81,100,10.43,29.53
2932.774,0.192,1.393,10.805,97,10.43,29.57
2932.839,0.067,0.948,10.8,97,10.43,29.6
2932.903,-0.103,1.336,10.792,97,10.43,29.43
2932.968,-0.081,0.971,10.787,97,10.43,29.26
2933.032,-0.04,1.002,10.782,97,10.43,29.12
2933.097,-0.082,1.199,10.775,97,10.43,29.02
2933.161,-0.117,0.896,10.77,97,10.43,29.11
2933.226,0.07,0.958,10.765,97,10.43,29.12
2933.29,-0.096,1.026,10.76,97,10.43,29.06
2933.355,0.045,1.124,10.754,97,10.43,29.22
2933.419,0.218,1.031,10.749,97,10.43,29.04
2933.484,-0.058,0.914,10.743,97,10.43,28.95
2933.548,-0.085,1.015,10.735,97,10.43,29.1
2933.613,-0.074,1.033,10.73,97,10.43,29.04
2933.677,-0.015,0.919,10.725,97,10.43,29.08
2933.742,-0.091,0.901,10.719,97,10.44,28.84
2933.806,0.11,0.805,10.714,97,10.43,28.9
2933.871,-0.108,0.953,10.712,97,10.43,29.1
2933.935,-0.077,0.855,10.709,97,10.43,28.97
2934,0.116,0.686,10.707,97,10.43,28.82
2934.065,0.185,0.961,10.707,97,10.43,28.9
2934.129,-0.075,0.855,10.708,95,10.41,29.03
2934.194,-0.08,0.956,10.71,95,10.43,28.98
2934.258,-0.055,1.041,10.713,95,10.43,28.99
2934.323,0,0.984,10.718,95,10.43,28.63
2934.387,-0.126,1.119,10.723,95,10.43,28.15
2934.452,0.108,1.093,10.73,95,10.43,27.98
2934.516,-0.102,0.888,10.738,95,10.43,28.25
2934.581,-0.025,1.124,10.746,95,10.41,28.67
2934.645,0.219,0.927,10.753,96,10.43,28.6
2934.71,0.067,0.813,10.76,96,10.43,28.38
2934.774,-0.081,0.837,10.769,96,10.43,28.23
2934.839,-0.058,0.868,10.776,96,10.43,28.27
2934.903,-0.006,0.865,10.785,96,10.43,28.28
2934.968,-0.063,0.891,10.791,96,10.43,28.24
2935.032,-0.067,0.906,10.8,96,10.43,28.32
2935.097,0.069,0.961,10.808,96,10.43,28.47
2935.161,-0.04,1.067,10.816,96,10.43,28.65
2935.226,0.055,0.943,10.823,96,10.43,28.79
2935.29,0.225,0.984,10.83,96,10.41,28.93
2935.355,-0.044,0.891,10.836,96,10.41,29
2935.419,-0.071,0.974,10.84,96,10.43,29.18
2935.484,-0.016,0.909,10.841,96,10.43,29.38
2935.548,0.012,0.86,10.844,96,10.44,29.35
2935.613,-0.149,1.02,10.842,96,10.43,29.44
2935.677,0.154,0.834,10.845,96,10.44,29.65
2935.742,-0.083,0.764,10.845,96,10.43,30.41
2935.806,0.057,0.821,10.844,96,10.43,31.2
2935.871,0.232,1.023,10.842,101,10.43,31.43
2935.935,-0.034,0.893,10.837,101,10.41,31.65
2936,-0.065,1.02,10.836,101,10.41,31.57
2936.065,-0.03,0.847,10.832,101,10.43,31.54
2936.129,-0.008,0.782,10.831,101,10.43,31.5
2936.194,-0.132,0.914,10.829,101,10.43,31.43
2936.258,0.187,0.875,10.825,101,10.41,31.42
2936.323,-0.074,0.842,10.822,101,10.43,31.32
2936.387,0.037,0.893,10.819,101,10.41,31.16
2936.452,0.25,0.927,10.815,101,10.41,30.96
2936.516,0.016,0.839,10.81,101,10.43,30.62
2936.581,-0.073,0.914,10.805,101,10.43,30.24
2936.645,-0.036,0.792,10.8,101,10.43,30.15
2936.71,0.024,0.873,10.795,101,10.43,30
2936.774,-0.119,0.958,10.791,101,10.43,29.76
2936.839,0.162,0.901,10.785,101,10.43,29.57
2936.903,-0.082,0.963,10.782,101,10.43,29.55
2936.968,-0.019,0.927,10.777,101,10.43,29.57
2937.032,0.221,0.924,10.772,100,10.43,29.43
2937.097,0.062,0.976,10.765,100,10.41,29.24
2937.161,-0.079,0.901,10.76,100,10.43,29.25
2937.226,-0.08,1.083,10.755,100,10.43,29.32
2937.29,-0.019,0.883,10.75,100,10.41,29.18
2937.355,-0.05,1.02,10.745,100,10.43,29.05
2937.419,-0.104,0.987,10.74,100,10.43,28.94
2937.484,0.103,0.79,10.737,100,10.43,29.05
2937.548,-0.092,0.924,10.734,100,10.43,28.8
2937.613,0.066,1.002,10.732,100,10.43,28.64
2937.677,0.236,0.969,10.729,100,10.43,28.79
2937.742,-0.041,0.847,10.728,100,10.43,29.02
2937.806,-0.084,0.759,10.729,97,10.43,28.78
2937.871,-0.07,1.046,10.73,97,10.43,28.35
2937.935,-0.047,0.979,10.735,97,10.43,28.06
2938,-0.076,0.891,10.74,97,10.43,28.19
2938.065,-0.003,0.844,10.746,97,10.43,28.54
2938.129,-0.02,0.87,10.753,97,10.43,28.58
2938.194,-0.084,0.971,10.761,97,10.43,28.36
2938.258,0.073,1.119,10.769,94,10.41,28.39
2938.323,0.191,0.951,10.778,94,10.43,28.65
2938.387,-0.084,1.013,10.788,94,10.43,29.06
2938.452,-0.103,0.953,10.801,94,10.43,29.18
2938.516,-0.09,0.951,10.811,94,10.43,28.88
2938.581,-0.044,0.87,10.821,94,10.43,28.65
2938.645,-0.099,0.979,10.831,94,10.43,28.5
2938.71,0.029,0.782,10.84,94,10.43,28.37
2938.774,-0.061,0.893,10.848,94,10.43,28.38
2938.839,-0.073,0.963,10.855,94,10.43,28.57
2938.903,0.096,0.974,10.862,94,10.43,28.82
2938.968,0.196,0.839,10.868,94,10.43,29.1
2939.032,-0.082,0.951,10.873,94,10.43,29.28
2939.097,-0.075,0.899,10.879,93,10.43,29.82
2939.161,-0.082,0.857,10.882,93,10.43,30.28
2939.226,-0.012,0.901,10.886,93,10.43,30.37
2939.29,-0.138,0.88,10.888,93,10.43,30.37
2939.355,0.132,0.912,10.888,93,10.43,30.56
2939.419,-0.118,0.821,10.889,93,10.43,30.94
2939.484,-0.031,0.951,10.891,93,10.43,31.21
2939.548,0.201,0.893,10.891,96,10.41,31.21
2939.613,0.048,0.844,10.889,96,10.41,31.34
2939.677,-0.077,0.795,10.891,96,10.43,31.28
2939.742,-0.066,0.839,10.891,96,10.41,31.01
2939.806,-0.067,0.818,10.888,96,10.44,30.76
2939.871,-0.004,0.924,10.887,96,10.43,30.5
2939.935,-0.153,0.826,10.886,96,10.44,30.39
2940,0.138,0.86,10.883,96,10.44,30.2
2940.065,-0.096,0.924,10.881,96,10.44,30.22
2940.129,-0.008,1.129,10.879,96,10.43,30.29
2940.194,0.223,0.875,10.876,94,10.41,30.58
2940.258,0.01,0.995,10.872,94,10.43,30.49
2940.323,-0.102,1.044,10.868,94,10.41,30.28
2940.387,-0.072,0.842,10.863,94,10.41,29.88
2940.452,-0.048,1.171,10.857,94,10.43,29.39
2940.516,-0.021,1.212,10.851,94,10.43,28.74
2940.581,-0.161,1.147,10.845,94,10.43,28.41
2940.645,0.137,1.067,10.838,94,10.44,28.32
2940.71,-0.092,0.855,10.832,94,10.43,28.22
2940.774,0.028,1.052,10.822,94,10.41,28.16
2940.839,0.268,1.139,10.815,95,10.43,28.25
2940.903,-0.021,0.919,10.809,95,10.43,28.54
2940.968,-0.097,0.922,10.803,95,10.43,28.48
2941.032,-0.07,0.927,10.796,95,10.43,28.39
2941.097,-0.048,0.976,10.79,95,10.41,28.37
2941.161,-0.014,0.912,10.781,95,10.43,28.28
2941.226,-0.14,0.87,10.774,95,10.43,28.23
2941.29,0.144,1.15,10.764,95,10.43,28.18
2941.355,-0.066,0.896,10.755,95,10.43,28.14
2941.419,0.032,0.733,10.748,95,10.43,28.19
2941.484,0.256,1.199,10.74,93,10.43,28.12
2941.548,-0.001,0.852,10.731,93,10.43,28.49
2941.613,-0.066,0.725,10.724,93,10.43,28.79
2941.677,-0.064,1.015,10.715,93,10.41,28.55
2941.742,-0.038,0.829,10.704,93,10.43,28.28
2941.806,-0.009,0.94,10.699,93,10.43,28.18
2941.871,-0.118,0.777,10.697,93,10.43,28.08
2941.935,0.151,0.862,10.69,93,10.43,28.17
2942,-0.071,0.997,10.683,93,10.41,28.22
2942.065,0.053,0.886,10.676,93,10.43,28.18
2942.129,0.265,0.961,10.675,93,10.41,28.53
2942.194,-0.011,1.031,10.675,93,10.43,28.66
2942.258,-0.08,0.904,10.671,93,10.43,28.71
2942.323,-0.068,1.031,10.667,93,10.43,29.01
2942.387,-0.007,0.94,10.667,93,10.43,29.33
2942.452,-0.1,0.873,10.667,93,10.43,29.55
2942.516,0.185,1.09,10.67,93,10.41,29.58
2942.581,-0.164,0.805,10.671,93,10.43,30.14
2942.645,-0.055,0.935,10.676,93,10.41,30.59
2942.71,0.14,0.932,10.681,96,10.41,30.62
2942.774,0.156,0.924,10.686,96,10.43,30.67
2942.839,-0.08,0.922,10.693,96,10.41,30.7
2942.903,-0.075,0.917,10.701,96,10.41,30.59
2942.968,-0.051,0.912,10.709,96,10.43,30.23
2943.032,0,0.909,10.718,96,10.43,30.02
2943.097,-0.138,0.899,10.726,96,10.41,29.89
2943.161,0.15,0.938,10.734,96,10.43,29.79
2943.226,-0.082,0.969,10.744,96,10.41,29.6
2943.29,0.032,1.111,10.751,96,10.41,29.66
2943.355,0.242,0.919,10.764,96,10.41,29.58
2943.419,0.027,0.945,10.778,96,10.41,29.43
2943.484,-0.091,0.842,10.794,97,10.43,29.31
2943.548,-0.06,0.808,10.802,97,10.43,29.25
2943.613,-0.002,0.873,10.812,97,10.41,29.17
2943.677,-0.089,0.837,10.818,97,10.43,29.03
2943.742,0.094,0.862,10.825,97,10.41,29.04
2943.806,-0.127,0.958,10.829,97,10.41,29
2943.871,-0.072,1.08,10.832,97,10.41,28.94
2943.935,0.074,1.033,10.836,96,10.41,28.87
2944,0.146,0.917,10.839,96,10.41,28.92
2944.065,-0.132,0.979,10.841,96,10.43,28.99
2944.129,-0.152,1.007,10.844,96,10.43,28.76
2944.194,-0.162,0.88,10.844,96,10.41,28.35
2944.258,-0.102,0.785,10.844,96,10.41,28.19
2944.323,-0.216,0.88,10.844,96,10.41,28.29
2944.387,0.052,0.94,10.842,96,10.41,28.5
2944.452,-0.256,0.948,10.841,96,10.41,28.52
2944.516,-0.166,0.891,10.837,96,10.43,28.36
2944.581,0.06,0.914,10.836,96,10.41,28.25
2944.645,-0.013,0.764,10.834,96,10.41,28.35
2944.71,-0.209,0.795,10.831,96,10.43,28.61
2944.774,-0.211,0.831,10.828,96,10.41,28.73
2944.839,-0.2,0.896,10.826,96,10.41,28.57
2944.903,-0.175,0.958,10.821,96,10.41,28.52
2944.968,-0.279,0.935,10.817,96,10.41,28.45
2945.032,-0.002,0.961,10.812,96,10.41,28.5
2945.097,-0.23,0.987,10.809,96,10.41,28.36
2945.161,-0.122,0.842,10.805,96,10.41,28.33
2945.226,0.129,1,10.8,95,10.4,28.24
2945.29,-0.094,0.88,10.797,95,10.41,28.06
2945.355,-0.194,1.01,10.792,95,10.41,28.07
2945.419,-0.177,0.787,10.79,95,10.41,28.28
2945.484,-0.126,0.888,10.786,95,10.41,28.2
2945.548,-0.172,0.862,10.78,95,10.41,28.24
2945.613,-0.058,0.899,10.774,95,10.41,28.6
2945.677,0.018,0.927,10.768,95,10.41,29.16
2945.742,-0.106,0.948,10.763,95,10.41,29.41
2945.806,0.032,0.932,10.755,96,10.41,29.37
2945.871,0.171,0.852,10.75,96,10.41,29.55
2945.935,-0.12,0.818,10.748,96,10.41,29.95
2946,-0.125,0.883,10.739,96,10.41,30.45
2946.065,-0.085,0.842,10.737,96,10.41,30.47
2946.129,-0.076,1.08,10.73,96,10.41,30.59
2946.194,-0.158,1.015,10.727,96,10.41,30.78
2946.258,0.12,0.919,10.723,96,10.41,30.93
2946.323,-0.113,0.982,10.718,96,10.41,31.19
2946.387,0.019,1,10.713,96,10.41,31.57
2946.452,0.207,1.002,10.71,96,10.41,31.83
2946.516,-0.064,0.818,10.707,96,10.41,31.98
2946.581,-0.089,0.792,10.703,100,10.43,32.08
2946.645,-0.032,0.847,10.702,100,10.41,32.21
2946.71,-0.043,0.974,10.699,100,10.41,32.51
2946.774,-0.128,0.912,10.695,100,10.41,32.71
2946.839,0.126,0.948,10.695,100,10.41,32.93
2946.903,-0.091,0.935,10.694,100,10.41,32.97
2946.968,0.065,1.064,10.694,100,10.41,33.14
2947.032,0.23,0.901,10.694,104,10.43,33.09
2947.097,-0.042,0.966,10.692,104,10.43,33.23
2947.161,-0.067,0.94,10.692,104,10.43,33.43
2947.226,0.009,0.904,10.692,104,10.41,33.71
2947.29,-0.055,0.901,10.692,104,10.41,33.82
2947.355,0.07,0.906,10.692,104,10.41,34.03
2947.419,0.011,0.852,10.692,104,10.41,34.35
2947.484,-0.056,0.813,10.692,104,10.41,34.48
2947.548,0.103,0.824,10.692,104,10.41,34.34
2947.613,0.195,0.712,10.692,104,10.41,34.55
2947.677,-0.062,0.87,10.69,104,10.41,34.93
2947.742,-0.081,0.976,10.689,104,10.41,35.18
2947.806,0.003,0.808,10.687,104,10.41,35.49
2947.871,-0.09,0.896,10.686,104,10.41,35.5
2947.935,0.189,0.72,10.682,104,10.41,35.42
2948,-0.127,0.963,10.68,104,10.41,35.42
2948.065,-0.05,1.031,10.677,104,10.41,35.88
2948.129,0.151,0.873,10.675,104,10.41,36.13
2948.194,0.17,0.909,10.672,104,10.41,36.22
2948.258,-0.093,1.01,10.668,104,10.41,36.27
2948.323,-0.098,0.979,10.667,104,10.41,36.23
2948.387,-0.014,1.088,10.663,104,10.41,36.45
2948.452,-0.043,0.792,10.661,104,10.41,36.67
2948.516,0.066,0.868,10.657,104,10.41,36.68
2948.581,-0.016,0.842,10.653,104,10.41,36.57
2948.645,-0.064,0.8,10.651,104,10.4,36.53
2948.71,0.132,0.816,10.647,101,10.41,36.48
2948.774,0.233,0.87,10.646,101,10.41,36.38
2948.839,-0.082,1.07,10.645,101,10.41,36.19
2948.903,-0.068,0.811,10.645,101,10.41,35.76
2948.968,-0.059,0.88,10.645,101,10.41,35.3
2949.032,0.002,0.912,10.645,101,10.41,34.89
2949.097,-0.132,0.938,10.647,101,10.4,34.5
2949.161,0.183,0.979,10.651,101,10.4,33.92
2949.226,-0.109,0.976,10.657,101,10.4,33.55
2949.29,-0.018,0.893,10.663,101,10.4,33.54
2949.355,0.242,0.85,10.672,96,10.41,33.16
2949.419,0.116,0.774,10.676,96,10.41,32.61
2949.484,-0.07,0.749,10.681,96,10.41,31.95
2949.548,-0.066,0.974,10.687,96,10.41,31.45
2949.613,-0.068,1.005,10.699,96,10.41,31.13
2949.677,-0.014,0.899,10.709,96,10.41,30.69
2949.742,-0.07,0.826,10.719,96,10.4,30.36
2949.806,0.146,0.909,10.729,96,10.41,30.13
2949.871,-0.094,1.101,10.739,96,10.41,30.04
2949.935,-0.053,0.73,10.749,96,10.41,30.02
2950,0.138,0.945,10.759,90,10.4,30.07
2950.065,0.22,1.064,10.769,90,10.4,29.91
2950.129,-0.038,1.103,10.778,90,10.4,29.71
2950.194,-0.064,1.046,10.788,90,10.41,29.56
2950.258,-0.065,1.036,10.798,90,10.4,29.36
2950.323,-0.045,0.974,10.808,90,10.4,28.96
2950.387,0.009,1.015,10.818,90,10.41,28.67
2950.452,-0.112,1.07,10.827,90,10.4,28.55
2950.516,0.174,0.93,10.836,90,10.41,28.81
2950.581,-0.064,0.808,10.843,90,10.4,29.09
2950.645,0.023,0.746,10.852,90,10.41,29.12
2950.71,0.238,0.824,10.86,90,10.41,29.09
2950.774,0.071,0.865,10.867,90,10.4,29.22
2950.839,-0.085,0.906,10.873,87,10.4,29.29
2950.903,-0.059,0.924,10.879,87,10.41,29.15
2950.968,-0.09,0.837,10.884,87,10.41,29.15
2951.032,-0.057,0.987,10.888,87,10.4,29.17
2951.097,-0.093,0.917,10.891,87,10.4,29.11
2951.161,-0.011,0.779,10.894,87,10.41,29.05
2951.226,-0.013,0.914,10.894,87,10.41,29
2951.29,-0.084,1.028,10.897,87,10.43,28.98
2951.355,0.062,1.033,10.897,88,10.41,29.01
2951.419,0.195,1.093,10.902,88,10.41,29.2
2951.484,-0.087,0.736,10.906,88,10.4,29.22
2951.548,-0.107,0.951,10.906,88,10.4,29.27
2951.613,-0.103,0.821,10.902,88,10.4,29.11
2951.677,-0.091,1.023,10.899,88,10.41,29.16
2951.742,-0.096,1.02,10.896,88,10.4,29.3
2951.806,-0.159,1.08,10.892,88,10.41,29.13
2951.871,0.112,0.769,10.889,88,10.41,29.04
2951.935,-0.104,0.976,10.888,88,10.4,29.39
2952,0.01,1.013,10.884,88,10.41,30.24
2952.065,0.247,0.956,10.883,88,10.41,30.29
2952.129,-0.003,1.01,10.883,88,10.41,30.45
2952.194,-0.075,0.966,10.883,90,10.41,30.66
2952.258,-0.041,0.893,10.882,90,10.41,30.76
2952.323,-0.052,0.906,10.881,90,10.41,30.86
2952.387,-0.026,0.927,10.881,90,10.41,30.76
2952.452,-0.1,0.862,10.878,90,10.41,30.52
2952.516,0.138,0.715,10.881,90,10.41,30.5
2952.581,-0.041,1.033,10.881,90,10.4,30.5
2952.645,0.105,0.792,10.883,90,10.4,30.43
2952.71,0.263,0.909,10.883,90,10.4,30.17
2952.774,0.016,0.953,10.887,90,10.41,29.99
2952.839,-0.048,0.805,10.889,94,10.4,29.78
2952.903,-0.026,0.792,10.891,94,10.41,29.57
2952.968,0.024,0.979,10.894,94,10.4,29.35
2953.032,-0.035,0.974,10.896,94,10.4,29.24
2953.097,0.087,1,10.896,94,10.41,29.26
2953.161,0.003,0.963,10.899,94,10.4,29.22
2953.226,-0.023,0.85,10.902,94,10.4,29.25
2953.29,0.141,1.07,10.906,94,10.4,29.19
2953.355,0.266,0.906,10.907,94,10.41,29.04
2953.419,-0.015,0.834,10.908,94,10.41,28.72
2953.484,-0.031,0.888,10.909,94,10.41,28.77
2953.548,-0.025,0.831,10.911,94,10.41,28.69
2953.613,0.027,1.002,10.909,94,10.4,28.84
2953.677,-0.088,1.038,10.909,94,10.4,29.11
2953.742,0.171,1.228,10.908,94,10.4,29.15
2953.806,-0.106,0.883,10.906,94,10.41,29.12
2953.871,-0.009,0.8,10.902,94,10.41,28.83
2953.935,0.221,0.943,10.899,94,10.41,28.55
2954,0.125,0.997,10.897,94,10.4,28.37
2954.065,-0.046,0.899,10.893,96,10.41,28.44
2954.129,-0.046,0.948,10.889,96,10.4,28.6
2954.194,-0.044,0.943,10.884,96,10.4,28.85
2954.258,-0.025,0.982,10.882,96,10.4,28.7
2954.323,-0.138,0.963,10.877,96,10.4,28.58
2954.387,0.145,0.982,10.874,96,10.4,28.38
2954.452,-0.076,0.754,10.869,96,10.4,28.39
2954.516,0.021,0.767,10.865,96,10.41,28.44
2954.581,0.222,0.767,10.861,96,10.41,28.51
2954.645,-0.015,0.769,10.856,96,10.4,28.44
2954.71,-0.087,0.914,10.852,96,10.41,28.28
2954.774,-0.077,0.969,10.847,96,10.4,28.44
2954.839,-0.013,0.88,10.842,96,10.4,28.79
2954.903,-0.119,0.855,10.837,96,10.4,28.92
2954.968,0.171,0.906,10.835,96,10.4,29.2
2955.032,-0.181,1.028,10.828,96,10.4,29.39
2955.097,-0.067,0.857,10.825,96,10.4,29.57
2955.161,0.141,0.865,10.82,97,10.41,29.64
2955.226,0.104,0.948,10.812,97,10.4,29.78
2955.29,-0.086,0.971,10.806,97,10.4,29.9
2955.355,-0.099,0.922,10.8,97,10.4,30.14
2955.419,-0.05,0.813,10.793,97,10.4,30.32
2955.484,-0.083,0.751,10.787,97,10.4,30.43
2955.548,0.049,0.779,10.782,97,10.4,30.73
2955.613,-0.089,0.901,10.776,97,10.4,30.98
2955.677,-0.086,0.824,10.77,97,10.41,31.21
2955.742,0.073,0.886,10.764,100,10.4,31.46
2955.806,0.159,0.886,10.76,100,10.4,31.82
2955.871,-0.095,0.992,10.754,100,10.4,32.2
2955.935,-0.104,0.956,10.748,100,10.4,32.24
2956,-0.046,0.938,10.743,100,10.4,32.06
2956.065,-0.077,1.031,10.739,100,10.4,31.99
2956.129,-0.092,0.956,10.735,100,10.4,31.87
2956.194,0.085,0.904,10.73,100,10.41,31.8
2956.258,-0.073,0.976,10.723,100,10.4,32.04
2956.323,0.057,0.829,10.718,100,10.4,32.34
2956.387,0.194,0.816,10.713,101,10.4,32.46
2956.452,-0.053,0.896,10.708,101,10.4,32.34
2956.516,-0.094,0.811,10.703,101,10.4,32.37
2956.581,-0.064,0.878,10.698,101,10.4,32.22
2956.645,-0.01,0.945,10.693,101,10.4,31.88
2956.71,-0.162,0.927,10.688,101,10.4,31.43
2956.774,0.16,0.922,10.685,101,10.4,31.1
2956.839,-0.011,0.953,10.682,101,10.4,30.92
2956.903,0.052,0.966,10.678,101,10.4,30.68
2956.968,0.26,0.943,10.675,99,10.4,30.44
2957.032,0.035,0.93,10.672,99,10.4,30.2
2957.097,-0.066,1.005,10.67,99,10.4,30.14
2957.161,-0.04,0.935,10.666,99,10.4,29.39
2957.226,0,0.976,10.666,99,10.4,29.35
2957.29,-0.039,0.862,10.665,99,10.41,29.05
2957.355,0.027,0.93,10.662,99,10.4,28.96
2957.419,0.017,0.875,10.661,99,10.4,28.96
2957.484,-0.056,0.785,10.657,99,10.39,29.28
2957.548,0.123,0.93,10.656,99,10.4,29.58
2957.613,0.244,0.87,10.653,99,10.4,29.39
2957.677,-0.053,0.987,10.647,99,10.4,29.02
2957.742,-0.076,0.855,10.645,97,10.4,28.56
2957.806,-0.061,1.098,10.641,97,10.4,28.23
2957.871,-0.011,0.896,10.637,97,10.41,28.33
2957.935,-0.091,0.912,10.637,97,10.4,28.4
2958,0.138,0.997,10.632,97,10.4,28.35
2958.065,-0.143,0.932,10.621,97,10.39,28.27
2958.129,-0.06,1,10.605,97,10.39,28.4
2958.194,0.115,0.862,10.589,94,10.4,28.46
2958.258,0.164,0.971,10.574,94,10.39,28.52
2958.323,-0.108,0.961,10.56,94,10.39,28.15
2958.387,-0.124,0.958,10.544,94,10.38,27.94
2958.452,-0.113,0.779,10.532,94,10.39,28.37
2958.516,-0.081,0.678,10.525,94,10.39,28.49
2958.581,-0.115,0.715,10.519,94,10.39,28.43
2958.645,-0.097,0.963,10.511,94,10.39,28.17
2958.71,0.029,0.88,10.509,94,10.4,28.2
2958.774,-0.12,0.966,10.507,94,10.39,28.36
2958.839,0.046,0.875,10.506,94,10.39,28.51
2958.903,0.193,0.883,10.504,90,10.39,28.44
2958.968,-0.09,0.951,10.506,90,10.39,28.31
2959.032,-0.132,0.989,10.508,90,10.39,28.34
2959.097,-0.105,1.026,10.511,90,10.39,28.38
2959.161,-0.114,0.883,10.52,90,10.39,28.44
2959.226,-0.065,0.909,10.535,90,10.39,28.42
2959.29,-0.156,0.847,10.55,90,10.39,28.43
2959.355,0.091,0.958,10.569,90,10.39,28.58
2959.419,-0.123,0.779,10.591,90,10.39,28.67
2959.484,-0.043,0.901,10.608,90,10.39,28.52
