Elapsed time(s),ECG(mV),EMG(mV),foot GSR(mV),hand GSR(mV),HR(bpm),RESP(mV)
2496.452,-0.112,-0.006,2.747,19.704,64,12.108
2496.516,-0.121,-0.006,2.747,19.703,64,12.126
2496.581,-0.103,-0.007,2.747,19.701,64,12.28
2496.645,-0.5,-0.004,2.747,19.697,64,12.202
2496.71,-0.053,-0.003,2.744,19.692,64,12.236
2496.774,-0.039,-0.005,2.744,19.688,64,12.184
2496.839,-0.053,-0.005,2.744,19.686,64,12.088
2496.903,-0.093,-0.011,2.744,19.686,64,12.094
2496.968,-0.076,-0.006,2.744,19.688,64,12.11
2497.032,-0.081,-0.004,2.742,19.694,64,12.17
2497.097,-0.081,-0.004,2.742,19.704,64,12.184
2497.161,-0.077,-0.005,2.742,19.707,64,12.098
2497.226,-0.084,-0.003,2.741,19.707,64,11.974
2497.29,-0.165,0.003,2.742,19.706,64,11.894
2497.355,-0.387,-0.01,2.741,19.706,64,11.796
2497.419,-0.018,0.001,2.74,19.707,64,11.728
2497.484,-0.006,-0.003,2.74,19.703,64,11.728
2497.548,-0.037,-0.002,2.74,19.699,64,11.732
2497.613,-0.051,-0.019,2.74,19.696,64,11.764
2497.677,-0.039,-0.008,2.74,19.689,64,11.764
2497.742,-0.016,-0.005,2.74,19.686,64,11.796
2497.806,-0.006,-0.007,2.74,19.682,64,11.774
2497.871,-0.009,-0.003,2.737,19.68,64,11.818
2497.935,-0.023,-0.005,2.737,19.675,64,11.878
2498,-0.419,-0.001,2.737,19.67,64,11.918
2498.065,-0.043,-0.008,2.736,19.665,64,11.936
2498.129,-0.007,-0.003,2.735,19.66,64,11.948
2498.194,-0.022,-0.004,2.735,19.659,87,11.938
2498.258,-0.073,-0.003,2.735,19.661,87,11.932
2498.323,-0.055,-0.014,2.735,19.661,87,11.93
2498.387,-0.056,-0.004,2.735,19.659,87,11.908
2498.452,-0.064,-0.002,2.735,19.655,87,11.838
2498.516,-0.07,-0.011,2.733,19.651,87,11.854
2498.581,-0.07,0,2.735,19.652,87,11.906
2498.645,-0.07,-0.001,2.732,19.659,87,11.974
2498.71,-0.452,-0.004,2.732,19.661,87,12.006
2498.774,-0.022,-0.004,2.732,19.664,87,12.026
2498.839,-0.006,-0.001,2.732,19.656,87,12.046
2498.903,-0.015,-0.009,2.732,19.651,85,12.08
2498.968,-0.016,-0.01,2.732,19.643,85,12.106
2499.032,-0.023,-0.002,2.732,19.637,85,12.118
2499.097,-0.023,-0.003,2.731,19.634,85,12.124
2499.161,-0.03,-0.008,2.73,19.63,85,12.138
2499.226,-0.018,0.001,2.73,19.627,85,12.164
2499.29,-0.454,-0.007,2.73,19.616,85,12.19
2499.355,0.034,0.003,2.73,19.614,85,12.212
2499.419,-0.02,-0.008,2.73,19.611,85,12.248
2499.484,-0.003,-0.011,2.73,19.607,85,12.27
2499.548,-0.004,-0.002,2.727,19.605,85,12.29
2499.613,-0.001,-0.006,2.73,19.6,85,12.282
2499.677,-0.001,-0.007,2.728,19.598,85,12.29
2499.742,-0.01,-0.007,2.727,19.594,85,12.298
2499.806,-0.007,-0.003,2.727,19.588,85,12.338
2499.871,0.042,-0.002,2.727,19.584,85,12.404
2499.935,0.053,-0.002,2.726,19.587,85,12.456
2500,0.054,-0.002,2.726,19.585,85,12.558
2500.065,0.013,-0.007,2.725,19.578,85,12.544
2500.129,0.031,-0.009,2.725,19.573,85,12.506
2500.194,0.047,-0.002,2.725,19.568,85,12.462
2500.258,0.047,-0.002,2.725,19.568,85,12.444
2500.323,0.053,-0.002,2.722,19.555,85,12.45
2500.387,0.056,-0.004,2.722,19.55,85,12.49
2500.452,-0.332,-0.004,2.721,19.545,85,12.496
2500.516,0.07,-0.011,2.72,19.542,85,12.434
2500.581,0.078,-0.002,2.72,19.536,85,12.338
2500.645,0.063,-0.008,2.72,19.534,85,12.26
2500.71,0.007,-0.007,2.72,19.534,85,12.218
2500.774,0.044,-0.008,2.72,19.534,85,12.016
2500.839,0.048,-0.005,2.717,19.53,85,11.988
2500.903,0.039,-0.005,2.717,19.53,85,12.016
2500.968,0.04,-0.01,2.717,19.527,85,11.988
2501.032,0.045,0.002,2.717,19.524,85,11.998
2501.097,-0.295,-0.002,2.717,19.523,85,12.046
2501.161,0.007,-0.005,2.717,19.519,82,12.054
2501.226,0.109,-0.001,2.716,19.517,82,12.062
2501.29,0.114,-0.003,2.717,19.513,82,12.068
2501.355,0.062,-0.003,2.715,19.512,82,12.032
2501.419,0.061,-0.015,2.716,19.51,82,12.006
2501.484,0.061,-0.002,2.715,19.508,82,11.998
2501.548,0.047,0.001,2.715,19.506,82,11.966
2501.613,0.045,-0.012,2.715,19.502,82,11.904
2501.677,0.041,-0.004,2.715,19.498,82,11.864
2501.742,0.032,0.001,2.715,19.495,82,11.854
2501.806,0.007,-0.001,2.715,19.491,82,11.87
2501.871,-0.338,-0.017,2.715,19.494,82,11.86
2501.935,0.079,-0.003,2.713,19.49,82,11.85
2502,0.081,0.007,2.712,19.481,82,11.808
2502.065,0.019,-0.011,2.711,19.477,82,11.776
2502.129,0.023,-0.013,2.711,19.473,82,11.756
2502.194,0.013,-0.012,2.71,19.472,82,11.742
2502.258,0.007,0.002,2.711,19.468,82,11.73
2502.323,0.005,-0.005,2.711,19.462,82,11.748
2502.387,-0.001,-0.001,2.71,19.461,82,11.74
2502.452,0.025,-0.004,2.71,19.458,82,11.728
2502.516,-0.407,-0.004,2.711,19.453,82,11.708
2502.581,0.049,0.003,2.71,19.448,82,11.712
2502.645,0.017,-0.005,2.71,19.446,82,11.74
2502.71,-0.015,-0.011,2.71,19.443,82,11.784
2502.774,0.006,-0.008,2.71,19.441,82,11.794
2502.839,0.001,-0.007,2.71,19.438,82,11.8
2502.903,-0.004,-0.002,2.708,19.435,82,11.798
2502.968,-0.004,-0.002,2.708,19.435,82,11.796
2503.032,-0.014,-0.001,2.707,19.423,82,11.784
2503.097,-0.363,-0.008,2.707,19.419,82,11.774
2503.161,0.036,-0.005,2.707,19.416,86,11.766
2503.226,0.038,0,2.708,19.414,86,11.748
2503.29,-0.013,0,2.708,19.413,86,11.738
2503.355,-0.001,-0.006,2.706,19.411,86,11.718
2503.419,0.021,-0.008,2.706,19.409,86,11.72
2503.484,0.013,-0.004,2.705,19.405,86,11.734
2503.548,0.013,-0.007,2.702,19.4,86,11.738
2503.613,0.017,-0.01,2.702,19.396,86,11.726
2503.677,-0.389,-0.001,2.702,19.393,86,11.712
2503.742,0.046,-0.008,2.701,19.389,87,11.75
2503.806,0.081,0.004,2.701,19.388,87,11.77
2503.871,0.086,0.005,2.7,19.385,87,11.796
2503.935,0.029,-0.011,2.701,19.384,87,11.818
2504,0.035,-0.012,2.702,19.384,87,11.85
2504.065,0.033,-0.005,2.7,19.383,87,11.892
2504.129,0.029,-0.006,2.701,19.379,87,11.928
2504.194,0.029,-0.008,2.701,19.372,87,11.964
2504.258,0.034,-0.006,2.7,19.369,87,11.994
2504.323,0.037,0,2.7,19.365,87,12.016
2504.387,-0.37,-0.001,2.7,19.362,87,12.036
2504.452,0.084,-0.007,2.7,19.361,85,12.048
2504.516,0.097,-0.001,2.7,19.359,85,12.036
2504.581,0.092,-0.002,2.7,19.356,85,12.036
2504.645,0.036,-0.002,2.7,19.356,85,12.008
2504.71,0.049,-0.012,2.698,19.355,85,11.992
2504.774,0.042,-0.012,2.698,19.355,85,12.05
2504.839,0.037,-0.002,2.697,19.353,85,12.054
2504.903,0.025,-0.006,2.697,19.352,85,12.042
2504.968,0.025,-0.007,2.697,19.346,85,12.024
2505.032,0.016,-0.007,2.696,19.344,85,12.014
2505.097,-0.305,0,2.695,19.339,85,11.98
2505.161,0.016,-0.007,2.695,19.336,82,11.966
2505.226,0.087,-0.013,2.695,19.335,82,11.96
2505.29,0.076,0.005,2.695,19.341,82,11.94
2505.355,0.042,-0.012,2.695,19.344,82,11.92
2505.419,0.048,-0.008,2.695,19.343,82,11.914
2505.484,0.037,-0.005,2.695,19.341,82,11.898
2505.548,0.037,-0.007,2.695,19.34,82,11.884
2505.613,0.035,0.001,2.695,19.34,82,11.858
2505.677,0.031,-0.015,2.693,19.336,82,11.8
2505.742,-0.129,0.005,2.692,19.334,82,11.778
2505.806,-0.146,-0.01,2.692,19.328,83,11.774
2505.871,0.081,-0.002,2.692,19.326,83,11.782
2505.935,0.019,-0.003,2.692,19.324,83,11.772
2506,0.05,-0.009,2.692,19.323,83,11.77
2506.065,0.068,-0.008,2.691,19.322,83,11.774
2506.129,0.059,-0.009,2.69,19.319,83,11.782
2506.194,0.075,-0.009,2.691,19.318,83,11.776
2506.258,0.075,-0.009,2.691,19.318,83,11.774
2506.323,0.062,-0.002,2.69,19.309,83,11.764
2506.387,-0.289,-0.005,2.69,19.306,83,11.754
2506.452,0.127,0,2.687,19.303,83,11.74
2506.516,0.126,-0.003,2.687,19.301,83,11.726
2506.581,0.082,-0.003,2.687,19.299,83,11.718
2506.645,0.062,-0.013,2.687,19.298,83,11.716
2506.71,0.061,-0.001,2.686,19.293,83,11.704
2506.774,0.061,-0.001,2.686,19.293,83,11.682
2506.839,0.053,-0.003,2.686,19.287,83,11.632
2506.903,0.04,0,2.685,19.284,83,11.604
2506.968,0.058,-0.006,2.685,19.282,83,11.606
2507.032,-0.365,-0.004,2.683,19.279,83,11.604
2507.097,0.107,-0.007,2.685,19.276,82,11.596
2507.161,0.114,-0.004,2.683,19.273,82,11.584
2507.226,0.093,-0.004,2.682,19.272,82,11.572
2507.29,0.045,-0.015,2.682,19.271,82,11.582
2507.355,0.066,-0.006,2.682,19.268,82,11.59
2507.419,0.065,-0.006,2.682,19.266,82,11.612
2507.484,0.053,-0.004,2.682,19.264,82,11.638
2507.548,0.045,-0.004,2.682,19.262,82,11.634
2507.613,0.036,-0.003,2.681,19.261,82,11.644
2507.677,0.025,-0.001,2.68,19.257,82,11.686
2507.742,-0.337,-0.002,2.68,19.256,82,11.754
2507.806,0.029,-0.001,2.68,19.253,81,11.762
2507.871,0.076,-0.004,2.68,19.251,81,11.742
2507.935,0.05,0.001,2.68,19.248,81,11.748
2508,-0.016,-0.004,2.68,19.246,81,11.756
2508.065,0.01,-0.013,2.68,19.244,81,11.804
2508.129,0.008,-0.004,2.677,19.244,81,11.848
2508.194,-0.004,-0.009,2.677,19.241,81,11.866
2508.258,-0.006,-0.005,2.677,19.24,81,11.884
2508.323,-0.007,-0.009,2.677,19.239,81,11.886
2508.387,-0.011,0,2.677,19.232,81,11.862
2508.452,0.049,-0.009,2.675,19.227,81,11.882
2508.516,0.044,0,2.675,19.225,81,12.014
2508.581,-0.013,-0.009,2.675,19.224,81,12.098
2508.645,0.012,-0.013,2.675,19.224,106,12.164
2508.71,0.02,-0.003,2.675,19.224,106,12.164
2508.774,0.031,-0.002,2.672,19.223,106,12.15
2508.839,0.031,-0.002,2.672,19.223,106,12.13
2508.903,0.023,-0.004,2.672,19.217,106,12.11
2508.968,0.034,-0.003,2.672,19.216,106,12.094
2509.032,-0.42,-0.003,2.671,19.211,106,12.076
2509.097,0.062,-0.004,2.671,19.207,106,12.07
2509.161,0.075,-0.004,2.67,19.208,106,12.064
2509.226,0.055,-0.001,2.67,19.215,106,12.05
2509.29,0.012,-0.009,2.671,19.213,106,12.018
2509.355,0.037,-0.012,2.67,19.21,81,11.986
2509.419,0.04,0.002,2.668,19.195,81,11.95
2509.484,0.018,-0.001,2.668,19.19,81,11.916
2509.548,0.01,-0.008,2.667,19.186,81,11.906
2509.613,-0.001,0,2.667,19.182,81,11.888
2509.677,-0.298,-0.002,2.667,19.181,81,11.832
2509.742,-0.067,-0.006,2.667,19.179,81,11.732
2509.806,0.063,-0.003,2.67,19.177,81,11.65
2509.871,0.047,0.001,2.667,19.172,81,11.626
2509.935,-0.01,0,2.667,19.171,81,11.69
2510,0.008,-0.011,2.667,19.176,81,11.776
2510.065,0.012,-0.007,2.666,19.177,81,11.784
2510.129,0.006,-0.004,2.666,19.17,81,11.75
2510.194,0,-0.006,2.665,19.166,81,11.716
2510.258,-0.001,-0.005,2.665,19.165,81,11.686
2510.323,-0.012,-0.001,2.665,19.165,81,11.738
2510.387,-0.214,-0.005,2.665,19.16,81,11.784
2510.452,-0.158,-0.004,2.665,19.165,81,11.836
2510.516,0.046,-0.004,2.665,19.165,81,11.86
2510.581,0.039,0.002,2.665,19.161,81,11.872
2510.645,-0.021,0,2.662,19.152,81,11.908
2510.71,0.013,-0.013,2.662,19.153,97,11.942
2510.774,0.034,-0.014,2.662,19.153,97,11.954
2510.839,0.03,-0.007,2.662,19.147,97,11.962
2510.903,0.034,-0.001,2.662,19.144,97,11.98
2510.968,0.038,-0.007,2.66,19.142,97,11.974
2511.032,0.027,-0.006,2.66,19.144,97,11.952
2511.097,0.007,0.004,2.66,19.145,97,11.926
2511.161,-0.307,-0.003,0,19.141,97,11.864
2511.226,0.1,-0.002,2.66,19.134,83,11.81
2511.29,0.094,-0.001,2.657,19.127,83,11.828
2511.355,0.045,0.004,2.658,19.123,83,11.906
2511.419,0.026,-0.008,2.657,19.123,83,11.986
2511.484,0.038,-0.007,2.657,19.122,83,12.058
2511.548,0.031,-0.004,2.657,19.122,83,12.084
2511.613,0.029,-0.004,2.657,19.12,83,12.08
2511.677,0.03,-0.006,2.657,19.12,83,12.05
2511.742,0.023,-0.003,2.656,19.114,83,12.016
2511.806,-0.375,-0.005,2.655,19.114,83,11.984
2511.871,0.086,-0.008,2.655,19.115,82,11.986
2511.935,0.087,-0.005,2.655,19.11,82,12.002
2512,0.062,0.003,2.655,19.107,82,12.024
2512.065,0.028,-0.01,2.655,19.107,82,12.072
2512.129,0.046,-0.012,2.654,19.107,82,12.07
2512.194,0.04,-0.008,2.653,19.104,82,11.994
2512.258,0.033,-0.007,2.65,19.105,82,12.016
2512.323,0.024,-0.003,2.65,19.1,82,12.126
2512.387,0.054,-0.002,2.65,19.098,82,12.16
2512.452,-0.367,-0.003,2.65,19.097,82,12.176
2512.516,0.066,0.001,2.65,19.095,85,12.126
2512.581,0.056,0.003,2.65,19.088,85,12.074
2512.645,0.016,-0.016,2.65,19.074,85,12.05
2512.71,0.016,-0.016,2.65,19.074,85,12.084
2512.774,0.043,-0.006,2.65,19.082,85,12.184
2512.839,0.028,-0.002,2.65,19.082,85,12.276
2512.903,0.021,-0.004,2.65,19.084,85,12.292
2512.968,0.015,-0.005,2.648,19.082,85,12.26
2513.032,-0.306,-0.003,2.648,19.079,85,12.204
2513.097,-0.017,-0.006,2.648,19.078,85,12.172
2513.161,0.072,-0.002,2.646,19.077,85,12.196
2513.226,0.071,0.001,2.646,19.074,85,12.29
2513.29,0.014,-0.006,2.645,19.069,85,12.29
2513.355,0.04,-0.009,2.645,19.066,85,12.168
2513.419,0.027,-0.007,2.645,19.062,85,12.036
2513.484,0.021,-0.006,2.645,19.058,85,11.94
2513.548,0.017,-0.003,2.645,19.053,85,11.936
2513.613,0.023,-0.006,2.645,19.05,85,11.976
2513.677,-0.391,0,2.643,19.052,190,12.03
2513.742,0.066,-0.004,2.643,19.055,190,12.046
2513.806,0.075,-0.002,2.643,19.052,190,12.01
2513.871,0.062,-0.006,2.643,19.051,190,11.992
2513.935,0.007,-0.004,2.643,19.049,190,11.994
2514,0.017,-0.006,2.643,19.046,155,11.964
2514.065,0.014,-0.005,2.641,19.048,155,11.932
2514.129,0.005,-0.007,2.641,19.05,155,11.91
2514.194,0.003,-0.011,2.64,19.048,155,11.914
2514.258,-0.002,-0.001,2.64,19.047,155,11.906
2514.323,0.009,-0.007,2.64,19.046,155,11.892
2514.387,-0.381,-0.001,2.64,19.045,155,11.916
2514.452,0.052,-0.004,2.64,19.045,155,11.876
2514.516,0.064,-0.002,2.639,19.045,155,11.816
2514.581,0.053,-0.004,2.638,19.042,155,11.798
2514.645,0.009,-0.01,2.638,19.042,155,11.816
2514.71,0.032,-0.009,2.638,19.038,155,11.818
2514.774,0.03,-0.002,2.635,19.036,155,11.786
2514.839,0.022,-0.006,2.635,19.032,155,11.76
2514.903,0.017,0.001,2.635,19.028,155,11.762
2514.968,0.027,0.002,2.635,19.023,155,11.776
2515.032,0.016,-0.014,2.635,19.026,155,11.806
2515.097,0.008,-0.009,2.635,19.03,155,11.818
2515.161,0.06,-0.001,2.634,19.03,155,11.842
2515.226,0.055,0.002,2.633,19.028,155,11.832
2515.29,-0.003,-0.004,2.633,19.027,155,11.798
2515.355,0.036,-0.006,2.633,19.027,155,11.778
2515.419,0.034,-0.001,2.633,19.026,155,11.77
2515.484,0.034,-0.001,2.633,19.026,155,11.772
2515.548,0.034,-0.005,2.63,19.025,155,11.782
2515.613,0.043,-0.007,2.631,19.025,155,11.818
2515.677,-0.361,-0.005,2.63,19.021,155,11.848
2515.742,0.099,-0.005,2.63,19.017,155,11.866
2515.806,0.117,-0.013,2.63,19.015,155,11.86
2515.871,0.112,-0.001,2.63,19.02,155,11.848
2515.935,0.058,-0.005,2.63,19.015,155,11.826
2516,0.079,-0.009,2.629,19.012,155,11.844
2516.065,0.08,-0.007,2.628,19.008,155,11.838
2516.129,0.075,-0.005,2.628,19.007,155,11.832
2516.194,0.074,0.001,2.628,19.003,155,11.852
2516.258,0.07,-0.006,2.628,18.998,155,11.884
2516.323,0.063,-0.003,2.628,18.994,155,11.918
2516.387,-0.19,-0.003,2.625,18.992,155,11.966
2516.452,-0.051,-0.005,2.625,18.99,82,12.01
2516.516,0.125,-0.003,2.625,18.99,82,12.046
2516.581,0.131,-0.003,2.625,18.99,82,12.072
2516.645,0.087,-0.004,2.625,18.988,82,12.102
2516.71,0.082,-0.007,0,18.987,82,12.146
2516.774,0.095,-0.008,2.625,18.983,82,12.176
2516.839,0.089,-0.007,2.625,18.979,82,12.224
2516.903,0.087,-0.003,2.624,18.976,82,12.256
2516.968,0.083,-0.008,2.623,18.974,82,12.276
2517.032,0.07,-0.008,2.623,18.973,82,12.352
2517.097,0.101,-0.001,2.623,18.97,82,12.404
2517.161,-0.344,-0.007,2.623,18.966,82,12.424
2517.226,0.123,-0.001,2.621,18.965,81,12.458
2517.29,0.12,-0.001,2.623,18.963,81,12.508
2517.355,0.079,-0.002,2.621,18.963,81,12.514
2517.419,0.062,-0.013,2.62,18.963,81,12.518
2517.484,0.085,-0.011,2.62,18.966,81,12.502
2517.548,0.082,-0.002,2.62,18.968,81,12.484
2517.613,0.075,-0.005,2.62,18.964,81,12.482
2517.677,0.072,-0.004,2.62,18.959,81,12.486
2517.742,0.059,-0.005,2.62,18.954,81,12.49
2517.806,-0.333,-0.003,2.62,18.951,81,12.514
2517.871,0.115,-0.009,2.619,18.949,84,12.522
2517.935,0.123,0.002,2.618,18.943,84,12.508
2518,0.102,0.005,2.618,18.939,84,12.5
2518.065,0.084,-0.008,2.618,18.938,84,12.486
2518.129,0.117,-0.011,2.616,18.938,84,12.506
2518.194,0.114,-0.004,2.615,18.934,84,12.524
2518.258,0.104,-0.01,2.615,18.933,84,12.518
2518.323,0.09,-0.004,2.615,18.929,84,12.538
2518.387,0.068,-0.006,2.615,18.924,84,12.544
2518.452,0.069,-0.009,2.615,18.921,84,12.526
2518.516,-0.382,-0.009,2.615,18.923,84,12.54
2518.581,0.096,0.001,2.615,18.92,83,12.53
2518.645,0.099,-0.004,2.615,18.918,83,12.522
2518.71,0.071,0,2.615,18.916,83,12.508
2518.774,0.022,-0.016,2.614,18.918,83,12.456
2518.839,0.036,-0.007,2.613,18.918,83,12.37
2518.903,0.039,-0.004,2.613,18.919,83,12.372
2518.968,0.031,-0.004,2.613,18.916,83,12.4
2519.032,0.039,-0.003,2.613,18.913,83,12.446
2519.097,0.044,-0.002,2.613,18.909,83,12.502
2519.161,0.063,-0.001,2.611,18.905,83,12.448
2519.226,-0.349,-0.003,2.61,18.905,83,12.414
2519.29,0.114,-0.004,2.61,18.903,83,12.382
2519.355,0.122,-0.001,2.61,18.899,83,12.358
2519.419,0.105,0.004,2.61,18.894,83,12.352
2519.484,0.047,-0.008,2.61,18.892,83,12.24
2519.548,0.054,-0.011,2.609,18.891,83,12.186
2519.613,0.045,0,2.608,18.889,83,12.24
2519.677,0.04,-0.005,2.608,18.887,83,12.186
2519.742,0.037,-0.007,2.608,18.883,83,12.452
2519.806,0.025,-0.007,2.608,18.882,83,12.518
2519.871,0.04,-0.002,2.608,18.879,83,12.402
2519.935,-0.367,0.003,2.608,18.878,83,12.28
2520,0.073,-0.005,2.606,18.877,83,12.068
2520.065,0.067,0.002,2.605,18.876,83,11.906
2520.129,0.007,-0.007,2.605,18.873,83,11.944
2520.194,0.039,-0.006,2.605,18.872,100,12.052
2520.258,0.039,-0.006,2.605,18.869,100,12.174
2520.323,0.033,-0.01,2.605,18.868,100,12.242
2520.387,0.033,-0.01,2.605,18.866,100,12.242
2520.452,0.024,-0.005,2.605,18.866,100,12.208
2520.516,0.032,0.007,2.604,18.864,120,12.32
2520.581,-0.361,-0.01,2.603,18.865,120,12.506
2520.645,0.095,-0.003,2.603,18.866,120,12.502
2520.71,0.058,-0.005,2.603,18.863,120,12.404
2520.774,0.036,-0.012,2.603,18.861,120,12.306
2520.839,0.047,-0.01,2.601,18.856,120,12.194
2520.903,0.042,-0.003,2.6,18.853,120,12.154
2520.968,0.037,-0.007,2.6,18.85,120,12.246
2521.032,0.034,0.001,2.6,18.849,120,12.326
2521.097,0.024,0.003,2.6,18.847,120,12.374
2521.161,0.021,0.002,2.6,18.843,120,12.456
2521.226,-0.328,-0.008,2.6,18.839,120,12.558
2521.29,0.095,0,2.6,18.837,120,12.59
2521.355,0.099,-0.005,2.6,18.834,120,12.566
2521.419,0.066,0.003,2.599,18.832,120,12.492
2521.484,0.045,-0.015,2.598,18.829,120,12.38
2521.548,0.053,-0.008,2.596,18.826,120,12.326
2521.613,0.047,-0.002,2.598,18.825,120,12.314
2521.677,0.051,-0.01,2.598,18.822,120,12.378
2521.742,0.044,-0.009,2.595,18.814,120,12.478
2521.806,-0.283,-0.005,2.595,18.813,121,12.526
2521.871,-0.018,-0.008,2.595,18.811,121,12.536
2521.935,0.065,-0.004,2.595,18.813,121,12.544
2522,0.064,0.001,2.595,18.838,121,12.524
2522.065,0.011,-0.001,2.593,18.882,121,12.504
2522.129,0.042,-0.003,2.593,18.953,95,12.456
2522.194,0.042,-0.003,2.593,18.953,95,12.38
2522.258,0.03,-0.005,2.593,18.967,95,12.338
2522.323,0.017,-0.006,2.591,18.949,95,12.38
2522.387,-0.076,0.001,2.591,18.931,95,12.338
2522.452,-0.231,-0.009,2.591,18.914,95,12.29
2522.516,0.075,-0.004,2.59,18.905,95,12.28
2522.581,0.081,-0.004,2.591,18.896,95,12.238
2522.645,0.038,-0.001,2.59,18.884,95,12.192
2522.71,0.047,-0.015,2.59,18.873,132,12.176
2522.774,0.061,-0.011,2.59,18.86,132,12.138
2522.839,0.048,-0.007,2.59,18.854,132,12.094
2522.903,0.038,-0.007,2.59,18.852,132,12.058
2522.968,0.044,0,2.59,18.848,132,12.03
2523.032,-0.356,0.002,2.59,18.847,132,12.032
2523.097,0.098,-0.006,2.59,18.848,132,12.06
2523.161,0.099,-0.004,2.59,18.853,132,12.092
2523.226,0.089,0.004,2.588,18.857,132,12.104
2523.29,0.04,-0.013,2.588,18.863,132,12.108
2523.355,0.053,-0.012,2.588,18.873,132,12.096
2523.419,0.045,-0.007,2.588,18.882,132,12.032
2523.484,0.034,0,2.588,18.887,132,11.958
2523.548,0.032,-0.01,2.588,18.892,132,11.908
2523.613,0.022,-0.005,2.585,18.902,165,11.878
2523.677,-0.363,0.001,2.585,18.914,165,11.858
2523.742,0.039,-0.005,2.586,18.926,165,11.876
2523.806,0.074,-0.005,2.586,18.94,165,11.864
2523.871,0.063,-0.011,2.588,18.952,165,11.822
2523.935,0.012,0,2.586,18.969,165,11.808
2524,0.034,-0.014,2.585,18.987,165,11.786
2524.065,0.033,-0.005,2.586,19.003,165,11.75
2524.129,0.03,-0.007,2.586,19.018,165,11.752
2524.194,0.029,-0.001,2.585,19.037,165,11.788
2524.258,0.021,-0.003,2.585,19.058,165,11.782
2524.323,0.049,-0.004,2.585,19.083,165,11.8
2524.387,-0.361,-0.002,2.585,19.109,165,11.826
2524.452,0.067,-0.002,2.585,19.136,165,11.848
2524.516,0.068,-0.007,2.586,19.192,165,11.896
2524.581,0.029,-0.007,2.588,19.218,112,11.928
2524.645,0.051,-0.005,2.588,19.245,112,11.918
2524.71,0.025,-0.007,2.589,19.272,112,11.928
2524.774,0.019,-0.008,2.59,19.299,112,11.882
2524.839,0.005,0,2.59,19.323,112,11.836
2524.903,0.014,-0.005,2.59,19.345,112,11.862
2524.968,-0.433,0.002,2.59,19.365,112,11.92
2525.032,0.033,-0.007,2.593,19.396,112,11.952
2525.097,-0.015,-0.003,2.594,19.41,112,11.962
2525.161,-0.032,-0.016,2.595,19.421,93,11.97
2525.226,-0.002,-0.009,2.595,19.428,93,12.016
2525.29,-0.005,-0.004,2.598,19.432,93,12.076
2525.355,-0.008,-0.012,2.598,19.435,93,12.138
2525.419,-0.003,-0.003,2.599,19.437,93,12.204
2525.484,0,0.001,2.6,19.437,93,12.234
2525.548,-0.351,0.003,2.603,19.433,93,12.214
2525.613,0.067,-0.007,2.603,19.431,93,12.22
2525.677,0.069,-0.002,2.605,19.427,93,12.282
2525.742,0.005,-0.001,2.605,19.427,93,12.316
2525.806,0.011,-0.016,2.606,19.422,88,12.34
2525.871,0.014,-0.008,2.608,19.417,88,12.384
2525.935,0.015,-0.013,2.608,19.409,88,12.392
2526,0.018,-0.001,2.608,19.404,88,12.37
2526.065,0.021,-0.004,2.61,19.39,88,12.374
2526.129,0.038,0.001,2.61,19.38,88,12.374
2526.194,-0.434,-0.003,2.61,19.37,88,12.374
2526.258,0.087,-0.006,2.61,19.362,88,12.374
2526.323,0.095,-0.004,2.61,19.355,88,12.17
2526.387,0.069,-0.003,2.61,19.346,88,12.12
2526.452,0.028,-0.005,2.61,19.339,88,12.072
2526.516,0.053,-0.003,2.61,19.334,88,12.052
2526.581,0.052,-0.007,2.61,19.323,88,12.002
2526.645,0.037,-0.002,2.61,19.315,88,11.96
2526.71,0.028,-0.006,2.61,19.304,88,11.994
2526.774,0.028,-0.004,2.61,19.294,88,11.95
2526.839,0.028,-0.005,2.61,19.289,88,11.932
2526.903,0.04,-0.004,2.61,19.278,88,11.948
2526.968,-0.402,-0.006,2.61,19.268,88,11.91
2527.032,0.08,-0.008,2.61,19.237,80,11.906
2527.097,0.018,-0.01,2.609,19.235,80,11.938
2527.161,0.036,-0.007,2.608,19.23,80,11.992
2527.226,0.045,-0.01,2.609,19.223,80,11.938
2527.29,0.037,0.003,2.61,19.215,80,11.992
2527.355,0.026,-0.014,2.608,19.206,80,11.998
2527.419,0.02,0.001,2.608,19.196,80,11.91
2527.484,0.026,0.003,2.608,19.187,80,11.864
2527.548,0.022,-0.008,2.606,19.177,80,11.85
2527.613,-0.014,-0.007,2.605,19.172,80,11.858
2527.677,0.073,-0.004,2.605,19.166,80,11.852
2527.742,0.058,-0.006,2.605,19.16,80,11.862
2527.806,-0.003,-0.001,2.605,19.154,80,11.888
2527.871,0.02,-0.014,2.603,19.148,80,11.908
2527.935,0.025,-0.011,2.601,19.14,80,11.906
2528,0.017,-0.004,2.603,19.133,80,11.914
2528.065,0.01,-0.002,2.6,19.125,80,11.93
2528.129,-0.004,-0.005,2.6,19.12,80,11.904
2528.194,0.016,-0.004,2.6,19.115,80,11.894
2528.258,-0.396,-0.001,2.6,19.11,80,11.898
2528.323,0.047,-0.003,2.6,19.103,80,11.908
